dataset,country,province,city,author_loc_ref,lon,lat,sample_type,sam_Y,sam_M,ABX_cat,ABX_subcat,ABX_subcat_clean,ABX_subcat_abbre,ABX_conc_mean,unit,abx
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Macrolides,Tylosin,tylosin,TYL,5.09,μg/kg,tylosin
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Macrolides,Erythromycin-H2O,erythromycin-h2o,ETM-H2O,5.36,μg/kg,erythromycin
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Other,Lincomycin,lincomycin,LIN,5.51,μg/kg,lincomycin
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Sulfonamides,Trimethoprim,trimethoprim,TMP,3.78,μg/kg,trimethoprim
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Sulfonamides,Sulfamethazine,sulfamethazine,SMZ,2.26,μg/kg,sulfamethazine
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,7.3,μg/kg,sulfamethoxazole
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Sulfonamides,Sulfadiazine,sulfadiazine,SDZ,2.03,μg/kg,sulfadiazine
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Tetracyclines,Tetracycline,tetracycline,TC,3.73,μg/kg,tetracycline
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,5.17,μg/kg,oxytetracycline
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Tetracyclines,Doxycycline,doxycycline,DXC,3,μg/kg,doxycycline
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Tetracyclines,Chlortetracycline,chlortetracycline,CTC,4.29,μg/kg,chlortetracycline
Zhang_2022,China,Hebei,NA,Baiyangdian Lake,116.052788,38.86441,sediments,2017,3,Tetracyclines,Azithromycin,azithromycin,AZM,12.07,μg/kg,azithromycin
Zhang_2022,China,Jiangxi,Ganzhou,Meijiang River,116.033713,26.494048,soil,2014,4,Tetracyclines,β-apo-Oxytetracycline,β-apo-oxytetracycline,β-OTC,1.18,μg/kg,oxytetracycline
Zhang_2022,China,Jiangxi,Ganzhou,Meijiang River,116.033713,26.494048,soil,2014,4,Tetracyclines,α-apo-Oxytetracycline,α-apo-oxytetracycline,α-OTC,9.38,μg/kg,oxytetracycline
Zhang_2022,China,Jiangxi,Ganzhou,Meijiang River,116.033713,26.494048,soil,2014,4,Tetracyclines,Tetracycline,tetracycline,TC,0.69,μg/kg,tetracycline
Zhang_2022,China,Jiangxi,Ganzhou,Meijiang River,116.033713,26.494048,soil,2014,4,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,21.59,μg/kg,oxytetracycline
Zhang_2022,China,Jiangxi,Ganzhou,Meijiang River,116.033713,26.494048,soil,2014,4,Tetracyclines,Isochlortetracycline,isochlortetracycline,ICTC,0.84,μg/kg,chlortetracycline
Zhang_2022,China,Jiangxi,Ganzhou,Meijiang River,116.033713,26.494048,soil,2014,4,Tetracyclines,Epitetracycline,epitetracycline,ETC,0.21,μg/kg,tetracycline
Zhang_2022,China,Jiangxi,Ganzhou,Meijiang River,116.033713,26.494048,soil,2014,4,Tetracyclines,Epianhydrotetracycline,epianhydrotetracycline,EATC,3.45,μg/kg,tetracycline
Zhang_2022,China,Jiangxi,Ganzhou,Meijiang River,116.033713,26.494048,soil,2014,4,Tetracyclines,Doxycycline,doxycycline,DXC,1.86,μg/kg,doxycycline
Zhang_2022,China,Jiangxi,Ganzhou,Meijiang River,116.033713,26.494048,soil,2014,4,Tetracyclines,Chlortetracycline,chlortetracycline,CTC,2.83,μg/kg,chlortetracycline
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Sarafloxacin,sarafloxacin,SAR,0.044,μg/kg,sarafloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Sarafloxacin,sarafloxacin,SAR,0.028,μg/kg,sarafloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Sarafloxacin,sarafloxacin,SAR,0.033,μg/kg,sarafloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Perfloxacin,perfloxacin,PEF,0.358,μg/kg,pefloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Perfloxacin,perfloxacin,PEF,0.049,μg/kg,pefloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Perfloxacin,perfloxacin,PEF,0.068,μg/kg,pefloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Oxolinic acid,oxolinic acid,OLA,0.005,μg/kg,oxolinic acid
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Oxolinic acid,oxolinic acid,OLA,0.008,μg/kg,oxolinic acid
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Ofloxacin,ofloxacin,OFX,2.965,μg/kg,ofloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Ofloxacin,ofloxacin,OFX,0.085,μg/kg,ofloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Ofloxacin,ofloxacin,OFX,0.022,μg/kg,ofloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,1.574,μg/kg,norfloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.484,μg/kg,norfloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,0.322,μg/kg,norfloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Lomefloxacin,lomefloxacin,LFX,0.33,μg/kg,lomefloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Flumequine,flumequine,FLU,0.682,μg/kg,flumequine
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Flumequine,flumequine,FLU,0.003,μg/kg,flumequine
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Flumequine,flumequine,FLU,0.008,μg/kg,flumequine
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.773,μg/kg,enrofloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.11,μg/kg,enrofloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,0.06,μg/kg,enrofloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Difloxacin,difloxacin,DIF,0.044,μg/kg,difloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Difloxacin,difloxacin,DIF,0.015,μg/kg,difloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Difloxacin,difloxacin,DIF,0.067,μg/kg,difloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Danofloxacin,danofloxacin,DAN,0.017,μg/kg,danofloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Danofloxacin,danofloxacin,DAN,0.007,μg/kg,danofloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,1.901,μg/kg,ciprofloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.315,μg/kg,ciprofloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,0.045,μg/kg,ciprofloxacin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Tylosin,tylosin,TYL,0.016,μg/kg,tylosin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Tylosin,tylosin,TYL,0.012,μg/kg,tylosin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Tylosin,tylosin,TYL,0.009,μg/kg,tylosin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,SPiramycin,spiramycin,SPM,0.003,μg/kg,spiramycin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,SPiramycin,spiramycin,SPM,0.005,μg/kg,spiramycin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Roxithromycin,roxithromycin,RTM,0.005,μg/kg,roxithromycin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Roxithromycin,roxithromycin,RTM,0.026,μg/kg,roxithromycin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Roxithromycin,roxithromycin,RTM,0.007,μg/kg,roxithromycin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Erythromycin,erythromycin,ETM,0.071,μg/kg,erythromycin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Erythromycin,erythromycin,ETM,0.025,μg/kg,erythromycin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Erythromycin,erythromycin,ETM,0.117,μg/kg,erythromycin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Clarithromycin,clarithromycin,CTM,0.013,μg/kg,clarithromycin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Clarithromycin,clarithromycin,CTM,0.009,μg/kg,clarithromycin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Macrolides,Clarithromycin,clarithromycin,CTM,0.007,μg/kg,clarithromycin
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Sulfonamides,Sulfisoxazole,sulfisoxazole,SSZ,0.022,μg/kg,sulfisoxazole
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Sulfonamides,Sulfamethazine,sulfamethazine,SMZ,0.041,μg/kg,sulfamethazine
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,0.01,μg/kg,sulfamethoxazole
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,0.002,μg/kg,sulfamethoxazole
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Sulfonamides,Sulfamethizol,sulfamethizol,SMTZ,0.013,μg/kg,sulfamethizole
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Sulfonamides,Sulfamethizol,sulfamethizol,SMTZ,0.028,μg/kg,sulfamethizole
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Sulfonamides,Sulfamethizol,sulfamethizol,SMTZ,0.014,μg/kg,sulfamethizole
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Sulfonamides,Sulfachloropyridazine,sulfachloropyridazine,SCP,0.006,μg/kg,sulfachloropyridazine
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Sulfonamides,Sulfachloropyridazine,sulfachloropyridazine,SCP,0.022,μg/kg,sulfachloropyridazine
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Tetracyclines,Tetracycline,tetracycline,TC,1.768,μg/kg,tetracycline
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,2.383,μg/kg,oxytetracycline
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Tetracyclines,Doxycycline,doxycycline,DXC,4.958,μg/kg,doxycycline
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Tetracyclines,Doxycycline,doxycycline,DXC,0.236,μg/kg,doxycycline
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Tetracyclines,Doxycycline,doxycycline,DXC,0.018,μg/kg,doxycycline
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Tetracyclines,Chlortetracycline,chlortetracycline,CTC,29.207,μg/kg,chlortetracycline
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Tetracyclines,Chlortetracycline,chlortetracycline,CTC,2.255,μg/kg,chlortetracycline
Zhang_2022,China,Zhejiang,Ningbo,Zhangxi Basin,121.318238,29.802716,soil,2016,7,Tetracyclines,Chlortetracycline,chlortetracycline,CTC,0.104,μg/kg,chlortetracycline
Zhang_2022,China,Shanghai,Shanghai,Chongming island,121.347811,31.842421,soil,NA,NA,Fluoroquinolones,Ofloxacin,ofloxacin,OFX,9.003,μg/kg,ofloxacin
Zhang_2022,China,Shanghai,Shanghai,Chongming island,121.347811,31.842421,soil,NA,NA,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,19.2867,μg/kg,norfloxacin
Zhang_2022,China,Shanghai,Shanghai,Chongming island,121.347811,31.842421,soil,NA,NA,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,101.033,μg/kg,enrofloxacin
Zhang_2022,China,Shanghai,Shanghai,Chongming island,121.347811,31.842421,soil,NA,NA,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,37.15,μg/kg,ciprofloxacin
Zhang_2022,China,Guangdong,Ganzhou,NA,113.258333,23.183333,soil,2015,7,Tetracyclines,Tetracycline,tetracycline,TC,5.64,μg/kg,tetracycline
Zhang_2022,China,Guangdong,Ganzhou,NA,113.258333,23.183333,soil,2015,7,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,38.39,μg/kg,oxytetracycline
Zhang_2022,China,Guangdong,Ganzhou,NA,113.258333,23.183333,soil,2015,7,Tetracyclines,Chlortetracycline,chlortetracycline,CTC,8.92,μg/kg,chlortetracycline
Zhang_2022,China,Shanghai,Shanghai,Wusong Entrance,121.512,31.404,sediments,2015,1,Sulfonamides,Sulfathiazole,sulfathiazole,STZ,0.13,μg/kg,sulfathiazole
Zhang_2022,China,Shanghai,Shanghai,Wusong Entrance,121.512,31.404,sediments,2015,1,Sulfonamides,Sulfaquirioxaline,sulfaquirioxaline,SQX,0.18,μg/kg,sulfaquinoxaline
Zhang_2022,China,Shanghai,Shanghai,Wusong Entrance,121.512,31.404,sediments,2015,1,Sulfonamides,Sulfapyridne,sulfapyridne,SPD,0.5,μg/kg,sulfapyridine
Zhang_2022,China,Shanghai,Shanghai,Wusong Entrance,121.512,31.404,sediments,2015,1,Sulfonamides,Sulfamerazine,sulfamerazine,SMZ1,0.03,μg/kg,sulfamerazine
Zhang_2022,China,Shanghai,Shanghai,Wusong Entrance,121.512,31.404,sediments,2015,1,Sulfonamides,Sulfamethazine,sulfamethazine,SMZ,0.55,μg/kg,sulfamethazine
Zhang_2022,China,Shanghai,Shanghai,Wusong Entrance,121.512,31.404,sediments,2015,1,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,0.11,μg/kg,sulfamethoxazole
Zhang_2022,China,Shanghai,Shanghai,Wusong Entrance,121.512,31.404,sediments,2015,1,Sulfonamides,Sulfadiazine,sulfadiazine,SDZ,0.3,μg/kg,sulfadiazine
Zhang_2022,China,Shanghai,Shanghai,Wusong Entrance,121.512,31.404,sediments,2015,1,Tetracyclines,Tetracycline,tetracycline,TC,0.2,μg/kg,tetracycline
Zhang_2022,China,Shanghai,Shanghai,Wusong Entrance,121.512,31.404,sediments,2015,1,Tetracyclines,Oxytetracycline,oxytetracycline,OTC,3.47,μg/kg,oxytetracycline
Zhang_2022,China,Shanghai,Shanghai,Wusong Entrance,121.512,31.404,sediments,2015,1,Tetracyclines,Doxycycline,doxycycline,DXC,3.51,μg/kg,doxycycline
Zhang_2022,China,Shanghai,Shanghai,Wusong Entrance,121.512,31.404,sediments,2015,1,Tetracyclines,Chlortetracycline,chlortetracycline,CTC,4.13,μg/kg,chlortetracycline
Zhang_2022,China,Guangdong,Ganzhou,NA,113.6,22.6,sediments,2015,5,Fluoroquinolones,Ofloxacinoxacin,ofloxacinoxacin,OFX,0.77,μg/kg,ofloxacin
Zhang_2022,China,Guangdong,Ganzhou,NA,113.6,22.6,sediments,2015,5,Fluoroquinolones,Norfloxacinfloxacin,norfloxacinfloxacin,NFX,1.685,μg/kg,norfloxacin
Zhang_2022,China,Guangdong,Ganzhou,NA,113.6,22.6,sediments,2015,5,Fluoroquinolones,Enrofloxacinoxacin,enrofloxacinoxacin,EFX,1.205,μg/kg,enrofloxacin
Zhang_2022,China,Guangdong,Ganzhou,NA,113.6,22.6,sediments,2015,5,Other,Lincomycin,lincomycin,LIN,1.475,μg/kg,lincomycin
Zhang_2022,China,Guangdong,Ganzhou,NA,113.6,22.6,sediments,2015,5,Sulfonamides,sulfapyridine,sulfapyridine,SPD,0.01,μg/kg,sulfapyridine
Zhang_2022,China,Fujian,Xiamen,NA,118.15,24.658333,municipal sludge,2016,3,Fluoroquinolones,Ofloxacinoxacin,ofloxacinoxacin,OFX,4870,μg/kg,ofloxacin
Zhang_2022,China,Fujian,Xiamen,NA,118.15,24.658333,municipal sludge,2016,3,Fluoroquinolones,Enrofloxacinoxacin,enrofloxacinoxacin,EFX,23.6,μg/kg,enrofloxacin
Zhang_2022,China,Fujian,Xiamen,NA,118.15,24.658333,municipal sludge,2016,3,Fluoroquinolones,Danafloxacin,danafloxacin,DAN,3.45,μg/kg,danofloxacin
Zhang_2022,China,Fujian,Xiamen,NA,118.15,24.658333,municipal sludge,2016,3,Fluoroquinolones,Ciprofloxacinoxacin,ciprofloxacinoxacin,CFX,313,μg/kg,ciprofloxacin
Zhang_2022,China,Fujian,Xiamen,NA,118.15,24.658333,municipal sludge,2016,3,Sulfonamides,Tetracycline,tetracycline,TC,1030,μg/kg,tetracycline
Zhang_2022,China,Fujian,Xiamen,NA,118.15,24.658333,municipal sludge,2016,3,Sulfonamides,Sulfamethazine,sulfamethazine,SMZ,0.671,μg/kg,sulfamethazine
Zhang_2022,China,Fujian,Xiamen,NA,118.15,24.658333,municipal sludge,2016,3,Sulfonamides,Sulfamethoxazole,sulfamethoxazole,SMX,2.85,μg/kg,sulfamethoxazole
Zhang_2022,China,Fujian,Xiamen,NA,118.15,24.658333,municipal sludge,2016,3,Sulfonamides,Sulfadiazine,sulfadiazine,SDZ,0.687,μg/kg,sulfadiazine
Zhang_2022,China,Fujian,Xiamen,NA,118.15,24.658333,municipal sludge,2016,3,Tetracyclines,Chlortetracycline,chlortetracycline,CTC,1260,μg/kg,chlortetracycline
Zhang_2022,China,Guangdong,Guangzhou,NA,113.260328,23.005235,soil,NA,NA,Sulfonamides,Sulfathiazole,sulfathiazole,STZ,27.2,μg/kg,sulfathiazole
Zhang_2022,China,Guangdong,Guangzhou,NA,113.260328,23.005235,soil,NA,NA,Sulfonamides,Sulfapyridine,sulfapyridine,SPD,2.6,μg/kg,sulfapyridine
Zhang_2022,China,Guangdong,Guangzhou,NA,113.260328,23.005235,soil,NA,NA,Sulfonamides,Sulfamerazine,sulfamerazine,SMZ1,3.6,μg/kg,sulfamerazine
Zhang_2022,China,Guangdong,Guangzhou,NA,113.260328,23.005235,soil,NA,NA,Sulfonamides,Sulfamethazine,sulfamethazine,SMZ,11.8,μg/kg,sulfamethazine
Zhang_2022,China,Guangdong,Guangzhou,NA,113.260328,23.005235,soil,NA,NA,Sulfonamides,Sulfamethazine,sulfamethazine,SMZ,43.2,μg/kg,sulfamethazine
Zhang_2022,China,Guangdong,Guangzhou,NA,113.260328,23.005235,soil,NA,NA,Sulfonamides,Sulfamethoxydiazine,sulfamethoxydiazine,SMD,16.7,μg/kg,sulfamethoxydiazine
Zhang_2022,China,Guangdong,Guangzhou,NA,113.260328,23.005235,soil,NA,NA,Sulfonamides,Sulfadiazine,sulfadiazine,SDZ,4.8,μg/kg,sulfadiazine
Zhang_2022,China,Guangdong,Guangzhou,NA,113.260328,23.005235,soil,NA,NA,Sulfonamides,Sulfadimethoxypyrimidine,sulfadimethoxypyrimidine,SDT,5.99,μg/kg,sulfadimethoxypyrimidine
Zhang_2022,China,Shandong,NA,Bohai Sea and surrounding estuaries,119.5,37,sediments,2013,8,Fluoroquinolones,Ofloxacin,ofloxacin,OFX,7.6,μg/kg,ofloxacin
Zhang_2022,China,Tianjin,NA,Bohai Sea and surrounding estuaries,117.824979,38.91662,sediments,2013,8,Fluoroquinolones,Ofloxacin,ofloxacin,OFX,7.6,μg/kg,ofloxacin
Zhang_2022,China,Hebei,NA,Bohai Sea and surrounding estuaries,119,39.5,sediments,2013,8,Fluoroquinolones,Ofloxacin,ofloxacin,OFX,7.6,μg/kg,ofloxacin
Zhang_2022,China,Liaoning,NA,Bohai Sea and surrounding estuaries,121.66667,41,sediments,2013,8,Fluoroquinolones,Ofloxacin,ofloxacin,OFX,7.6,μg/kg,ofloxacin
Zhang_2022,China,Shandong,NA,Bohai Sea and surrounding estuaries,119.5,37,sediments,2013,8,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,15.1,μg/kg,norfloxacin
Zhang_2022,China,Tianjin,NA,Bohai Sea and surrounding estuaries,117.824979,38.91662,sediments,2013,8,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,15.1,μg/kg,norfloxacin
Zhang_2022,China,Hebei,NA,Bohai Sea and surrounding estuaries,119,39.5,sediments,2013,8,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,15.1,μg/kg,norfloxacin
Zhang_2022,China,Liaoning,NA,Bohai Sea and surrounding estuaries,121.66667,41,sediments,2013,8,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,15.1,μg/kg,norfloxacin
Zhang_2022,China,Shandong,NA,Bohai Sea and surrounding estuaries,119.463619,37.022089,sediments,2017,11,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,1.4,μg/kg,norfloxacin
Zhang_2022,China,Tianjin,NA,Bohai Sea and surrounding estuaries,117.732733,39.118217,sediments,2017,11,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,1.4,μg/kg,norfloxacin
Zhang_2022,China,Hebei,NA,Bohai Sea and surrounding estuaries,119.026789,39.4605,sediments,2017,11,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,1.4,μg/kg,norfloxacin
Zhang_2022,China,Liaoning,NA,Bohai Sea and surrounding estuaries,121.62445,39.6196,sediments,2017,11,Fluoroquinolones,Norfloxacin,norfloxacin,NFX,1.4,μg/kg,norfloxacin
Zhang_2022,China,Shandong,NA,Bohai Sea and surrounding estuaries,119.5,37,sediments,2013,8,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,19.9,μg/kg,enrofloxacin
Zhang_2022,China,Tianjin,NA,Bohai Sea and surrounding estuaries,117.824979,38.91662,sediments,2013,8,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,19.9,μg/kg,enrofloxacin
Zhang_2022,China,Hebei,NA,Bohai Sea and surrounding estuaries,119,39.5,sediments,2013,8,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,19.9,μg/kg,enrofloxacin
Zhang_2022,China,Liaoning,NA,Bohai Sea and surrounding estuaries,121.66667,41,sediments,2013,8,Fluoroquinolones,Enrofloxacin,enrofloxacin,EFX,19.9,μg/kg,enrofloxacin
Zhang_2022,China,Shandong,NA,Bohai Sea and surrounding estuaries,119.5,37,sediments,2013,8,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,12.9,μg/kg,ciprofloxacin
Zhang_2022,China,Tianjin,NA,Bohai Sea and surrounding estuaries,117.824979,38.91662,sediments,2013,8,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,12.9,μg/kg,ciprofloxacin
Zhang_2022,China,Hebei,NA,Bohai Sea and surrounding estuaries,119,39.5,sediments,2013,8,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,12.9,μg/kg,ciprofloxacin
Zhang_2022,China,Liaoning,NA,Bohai Sea and surrounding estuaries,121.66667,41,sediments,2013,8,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,12.9,μg/kg,ciprofloxacin
Zhang_2022,China,Shandong,NA,Bohai Sea and surrounding estuaries,119.463619,37.022089,sediments,2017,11,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,1.4,μg/kg,ciprofloxacin
Zhang_2022,China,Tianjin,NA,Bohai Sea and surrounding estuaries,117.732733,39.118217,sediments,2017,11,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,1.4,μg/kg,ciprofloxacin
Zhang_2022,China,Hebei,NA,Bohai Sea and surrounding estuaries,119.026789,39.4605,sediments,2017,11,Fluoroquinolones,Ciprofloxacin,ciprofloxacin,CFX,1.4,μg/kg,ciprofloxacin
