province,bacteria,antibiotic,resistant_pc
Anhui,K. pneumoniae,Aztreonam,24.172109365463257
Anhui,K. pneumoniae,Ceftriaxone,26.97315216064453
Anhui,K. pneumoniae,Chloramphenicol,24.338282644748688
Anhui,K. pneumoniae,Cefotaxime,28.83105576038361
Anhui,K. pneumoniae,Cefuroxime,30.69997727870941
Anhui,K. pneumoniae,Cefazolin,29.98778522014618
Anhui,K. pneumoniae,Nitrofurantoin,28.135335445404053
Anhui,K. pneumoniae,Ampicillin,88.4880781173706
Anhui,P. aeruginosa,Polymixin B,2.8559602797031403
Anhui,P. aeruginosa,Amikacin,3.3429522067308426
Anhui,P. aeruginosa,Tobramycin,7.290438562631607
Anhui,P. aeruginosa,Gentamicin,7.121879607439041
Anhui,P. aeruginosa,Ciprofloxacin,11.46450862288475
Anhui,P. aeruginosa,Cefepime,7.8593336045742035
Anhui,P. aeruginosa,Meropenem,13.393716514110563
Anhui,P. aeruginosa,Ceftazidime,14.206938445568085
Anhui,P. aeruginosa,Imipenem,16.57772809267044
Anhui,P. aeruginosa,Levofloxacin,12.771108746528624
Anhui,P. aeruginosa,Piperacillin,18.523789942264557
Anhui,P. aeruginosa,Aztreonam,20.17621099948883
Anhui,A. baumannii,Polymixin B,1.8329938873648643
Anhui,A. baumannii,Tigecycline,3.5928145051002502
Anhui,A. baumannii,Minocycline,9.490693360567091
Anhui,A. baumannii,Amikacin,31.770306825637817
Anhui,A. baumannii,Tobramycin,52.1884560585022
Anhui,A. baumannii,Gentamicin,51.9784152507782
Anhui,A. baumannii,Imipenem,57.20020532608032
Anhui,A. baumannii,Levofloxacin,47.67305254936218
Anhui,A. baumannii,Cefepime,48.109155893325806
Anhui,A. baumannii,Ceftazidime,57.59206414222717
Anhui,A. baumannii,Ciprofloxacin,58.88229012489319
Anhui,A. baumannii,Meropenem,60.60547232627869
Anhui,A. baumannii,Cefotaxime,60.86142063140869
Anhui,A. baumannii,Ceftriaxone,57.04280138015747
Anhui,A. baumannii,Aztreonam,74.09517168998718
Fujian,S. aureus,Nitrofurantoin,0.06175380549393594
Fujian,S. aureus,Rifampicin,1.7627574503421783
Fujian,S. aureus,Chloramphenicol,5.543709918856621
Fujian,S. aureus,Gentamicin,8.96838903427124
Fujian,S. aureus,Levofloxacin,14.633388817310331
Fujian,S. aureus,Ciprofloxacin,15.01983404159546
Fujian,S. aureus,Clindamycin,22.5556418299675
Fujian,S. aureus,Tetracycline,24.05238151550293
Fujian,S. aureus,Cefoxitin,24.974772334098816
Fujian,S. aureus,Oxacillin,27.383410930633545
Fujian,S. aureus,Erythromycin,44.36425864696503
Fujian,S. aureus,Penicillin G,88.16798329353333
Fujian,E. coli,Tigecycline,0.08949547191150486
Fujian,E. coli,Polymixin B,0.8064515888690948
Fujian,E. coli,Ertapenem,0.9110823273658752
Fujian,E. coli,Meropenem,1.2930688448250294
Fujian,E. coli,Imipenem,1.3221293687820437
Fujian,E. coli,Cefotetan,1.949620433151722
Fujian,E. coli,Nitrofurantoin,0.9693053551018238
Fujian,E. coli,Amikacin,3.9049088954925537
Fujian,E. coli,Cefoxitin,9.34569016098976
Fujian,E. coli,Ceftazidime,19.675204157829285
Fujian,E. coli,Cefepime,19.247765839099884
Fujian,E. coli,Aztreonam,28.01090180873871
Fujian,E. coli,Chloramphenicol,27.49042212963104
Fujian,E. coli,Gentamicin,31.473258137702945
Fujian,E. coli,Tobramycin,31.59879744052887
Fujian,E. coli,Ceftriaxone,46.06672525405884
Fujian,E. coli,Cefotaxime,45.839592814445496
Fujian,E. coli,Levofloxacin,46.22700810432434
Fujian,E. coli,Cefuroxime,46.8413382768631
Fujian,E. coli,Ciprofloxacin,48.649901151657104
Fujian,E. coli,Cefazolin,61.57028079032898
Fujian,E. coli,Ampicillin,79.62940335273743
Fujian,K. pneumoniae,Polymixin B,4.820512980222702
Fujian,K. pneumoniae,Tigecycline,3.3670034259557724
Fujian,K. pneumoniae,Ertapenem,7.44699165225029
Fujian,K. pneumoniae,Cefotetan,8.169327676296234
Fujian,K. pneumoniae,Amikacin,9.52804610133171
Fujian,K. pneumoniae,Meropenem,10.309593379497528
Fujian,K. pneumoniae,Imipenem,10.947877913713455
Fujian,K. pneumoniae,Gentamicin,17.490112781524658
Fujian,K. pneumoniae,Cefoxitin,18.584071099758148
Fujian,K. pneumoniae,Tobramycin,21.08512222766876
Fujian,K. pneumoniae,Levofloxacin,20.70733606815338
Fujian,K. pneumoniae,Cefepime,21.781383454799652
Fujian,K. pneumoniae,Ciprofloxacin,22.278839349746704
Fujian,K. pneumoniae,Ceftazidime,24.27089661359787
Fujian,K. pneumoniae,Aztreonam,26.440736651420593
Fujian,K. pneumoniae,Ceftriaxone,29.81840968132019
Fujian,K. pneumoniae,Chloramphenicol,30.756160616874695
Fujian,K. pneumoniae,Cefotaxime,34.78701710700989
Fujian,K. pneumoniae,Cefuroxime,35.141146183013916
Fujian,K. pneumoniae,Cefazolin,34.89016592502594
Fujian,K. pneumoniae,Nitrofurantoin,21.98609709739685
Fujian,K. pneumoniae,Ampicillin,83.8994562625885
Fujian,P. aeruginosa,Polymixin B,0.523012550547719
Fujian,P. aeruginosa,Amikacin,4.5967042446136475
Fujian,P. aeruginosa,Gentamicin,6.773211807012558
Fujian,P. aeruginosa,Tobramycin,8.606526255607605
Fujian,P. aeruginosa,Ciprofloxacin,11.328290402889252
Fujian,P. aeruginosa,Cefepime,9.138397127389908
Fujian,P. aeruginosa,Meropenem,14.604853093624117
Fujian,P. aeruginosa,Levofloxacin,12.542209029197693
Fujian,P. aeruginosa,Ceftazidime,13.937899470329285
Fujian,P. aeruginosa,Imipenem,16.60662591457367
Fujian,P. aeruginosa,Piperacillin,17.140573263168335
Fujian,P. aeruginosa,Aztreonam,18.96626055240631
Fujian,A. baumannii,Polymixin B,2.551640383899212
Fujian,A. baumannii,Tigecycline,3.1860224902629852
Fujian,A. baumannii,Amikacin,35.24999916553497
Fujian,A. baumannii,Minocycline,16.39416664838791
Fujian,A. baumannii,Tobramycin,41.65522754192352
Fujian,A. baumannii,Gentamicin,41.02621078491211
Fujian,A. baumannii,Imipenem,47.5473016500473
Fujian,A. baumannii,Levofloxacin,46.76337242126465
Fujian,A. baumannii,Cefepime,45.9409236907959
Fujian,A. baumannii,Ciprofloxacin,50.27317404747009
Fujian,A. baumannii,Ceftazidime,48.70385527610779
Fujian,A. baumannii,Meropenem,52.63749957084656
Fujian,A. baumannii,Cefotaxime,50.33222436904907
Fujian,A. baumannii,Ceftriaxone,43.2993084192276
Fujian,A. baumannii,Aztreonam,61.43555045127869
Jiangxi,S. aureus,Nitrofurantoin,0.4592112265527248
Jiangxi,S. aureus,Rifampicin,1.5271659009158611
Jiangxi,S. aureus,Chloramphenicol,3.466269001364708
Jiangxi,S. aureus,Gentamicin,6.170546263456345
Jiangxi,S. aureus,Levofloxacin,12.353454530239103
Jiangxi,S. aureus,Ciprofloxacin,13.581842184066772
Jiangxi,S. aureus,Tetracycline,17.14068055152893
Jiangxi,S. aureus,Cefoxitin,21.08856290578842
Jiangxi,S. aureus,Oxacillin,21.4694544672966
Jiangxi,S. aureus,Clindamycin,22.127684950828552
Jiangxi,S. aureus,Erythromycin,41.698479652404785
Jiangxi,S. aureus,Penicillin G,91.75723791122437
Jiangxi,E. coli,Tigecycline,0.20825585816055536
Jiangxi,E. coli,Polymixin B,1.35444151237607
Jiangxi,E. coli,Meropenem,1.5460931695997715
Jiangxi,E. coli,Cefotetan,1.6055045649409294
Jiangxi,E. coli,Imipenem,1.6681194305419922
Jiangxi,E. coli,Ertapenem,2.326955832540989
Jiangxi,E. coli,Amikacin,4.535286501049995
Jiangxi,E. coli,Nitrofurantoin,2.144123800098896
Jiangxi,E. coli,Cefoxitin,11.82001605629921
Jiangxi,E. coli,Ceftazidime,22.23240882158279
Jiangxi,E. coli,Chloramphenicol,27.122536301612858
Jiangxi,E. coli,Gentamicin,28.865858912467957
Jiangxi,E. coli,Tobramycin,26.501986384391785
Jiangxi,E. coli,Aztreonam,27.43234634399414
Jiangxi,E. coli,Cefepime,26.26531720161438
Jiangxi,E. coli,Cefotaxime,43.799808621406555
Jiangxi,E. coli,Levofloxacin,42.416805028915405
Jiangxi,E. coli,Ciprofloxacin,44.73014175891876
Jiangxi,E. coli,Ceftriaxone,46.715328097343445
Jiangxi,E. coli,Cefuroxime,48.47685694694519
Jiangxi,E. coli,Cefazolin,58.755189180374146
Jiangxi,E. coli,Ampicillin,82.75935053825378
Jiangxi,K. pneumoniae,Polymixin B,3.876739740371704
Jiangxi,K. pneumoniae,Tigecycline,2.6470044627785683
Jiangxi,K. pneumoniae,Amikacin,9.37369540333748
Jiangxi,K. pneumoniae,Meropenem,11.742395162582396
Jiangxi,K. pneumoniae,Cefotetan,10.651828348636627
Jiangxi,K. pneumoniae,Imipenem,11.592522263526917
Jiangxi,K. pneumoniae,Ertapenem,12.575596570968628
Jiangxi,K. pneumoniae,Gentamicin,13.437849283218384
Jiangxi,K. pneumoniae,Cefoxitin,14.954861998558044
Jiangxi,K. pneumoniae,Levofloxacin,18.46238076686859
Jiangxi,K. pneumoniae,Tobramycin,19.24019604921341
Jiangxi,K. pneumoniae,Cefepime,20.61789184808731
Jiangxi,K. pneumoniae,Ciprofloxacin,21.60452157258987
Jiangxi,K. pneumoniae,Ceftazidime,21.16931825876236
Jiangxi,K. pneumoniae,Cefotaxime,21.98295146226883
Jiangxi,K. pneumoniae,Chloramphenicol,22.47806191444397
Jiangxi,K. pneumoniae,Ceftriaxone,26.979655027389526
Jiangxi,K. pneumoniae,Aztreonam,26.244375109672543
Jiangxi,K. pneumoniae,Cefuroxime,25.970083475112915
Jiangxi,K. pneumoniae,Nitrofurantoin,18.03983747959137
Jiangxi,K. pneumoniae,Cefazolin,33.336448669433594
Jiangxi,K. pneumoniae,Ampicillin,93.38432550430298
Jiangxi,P. aeruginosa,Polymixin B,1.4797399751842022
Jiangxi,P. aeruginosa,Amikacin,3.52926254272461
Jiangxi,P. aeruginosa,Gentamicin,5.858215317130089
Jiangxi,P. aeruginosa,Tobramycin,8.202024549245834
Jiangxi,P. aeruginosa,Ciprofloxacin,10.294822603464128
Jiangxi,P. aeruginosa,Meropenem,11.616161465644836
Jiangxi,P. aeruginosa,Cefepime,8.044219762086868
Jiangxi,P. aeruginosa,Ceftazidime,12.477605044841766
Jiangxi,P. aeruginosa,Imipenem,14.375835657119753
Jiangxi,P. aeruginosa,Levofloxacin,10.9244205057621
Jiangxi,P. aeruginosa,Piperacillin,20.25189995765686
Jiangxi,P. aeruginosa,Aztreonam,15.403153002262115
Jiangxi,A. baumannii,Polymixin B,2.183673530817032
Jiangxi,A. baumannii,Tigecycline,1.4461626298725605
Jiangxi,A. baumannii,Minocycline,10.977768898010254
Jiangxi,A. baumannii,Amikacin,44.17213201522827
Jiangxi,A. baumannii,Gentamicin,43.746644258499146
Jiangxi,A. baumannii,Tobramycin,52.18493938446045
Jiangxi,A. baumannii,Levofloxacin,49.56805408000946
Jiangxi,A. baumannii,Meropenem,55.58812618255615
Jiangxi,A. baumannii,Ceftazidime,55.32925724983215
Jiangxi,A. baumannii,Cefepime,50.56315064430237
Jiangxi,A. baumannii,Ciprofloxacin,56.61951303482056
Jiangxi,A. baumannii,Imipenem,56.789010763168335
Jiangxi,A. baumannii,Ceftriaxone,48.93915355205536
Jiangxi,A. baumannii,Cefotaxime,50.62761306762695
Jiangxi,A. baumannii,Aztreonam,61.80021762847901
Shandong,S. aureus,Nitrofurantoin,0.40298509411513805
Shandong,S. aureus,Rifampicin,0.8431338705122471
Shandong,S. aureus,Gentamicin,7.832391560077667
Shandong,S. aureus,Chloramphenicol,4.45026196539402
Shandong,S. aureus,Tetracycline,11.351238191127775
Shandong,S. aureus,Levofloxacin,13.908986747264862
Shandong,S. aureus,Ciprofloxacin,14.321614801883698
Shandong,S. aureus,Oxacillin,25.005412101745605
Shandong,S. aureus,Cefoxitin,28.76478135585785
Shandong,S. aureus,Clindamycin,30.149078369140625
Shandong,S. aureus,Erythromycin,67.60326027870178
Shandong,S. aureus,Penicillin G,92.86344051361084
Shandong,E. coli,Polymixin B,0.8492081426084042
Shandong,E. coli,Tigecycline,0.1199520193040371
Shandong,E. coli,Ertapenem,1.5467842109501362
Shandong,E. coli,Meropenem,1.7208734527230265
Shandong,E. coli,Imipenem,1.6546748578548431
Shandong,E. coli,Cefotetan,2.451123483479023
Shandong,E. coli,Amikacin,4.543442279100418
Shandong,E. coli,Nitrofurantoin,2.475432306528091
Shandong,E. coli,Cefoxitin,11.423474550247192
Shandong,E. coli,Ceftazidime,20.27162164449692
Shandong,E. coli,Cefepime,20.541487634181976
Shandong,E. coli,Chloramphenicol,26.763054728507996
Shandong,E. coli,Aztreonam,29.586994647979736
Shandong,E. coli,Tobramycin,36.11786067485809
Shandong,E. coli,Gentamicin,36.031779646873474
Shandong,E. coli,Ceftriaxone,48.213931918144226
Shandong,E. coli,Cefotaxime,48.11418056488037
Shandong,E. coli,Cefuroxime,49.81762170791626
Shandong,E. coli,Levofloxacin,52.728110551834106
Shandong,E. coli,Ciprofloxacin,55.0091028213501
Shandong,E. coli,Cefazolin,62.040776014328
Shandong,E. coli,Ampicillin,83.0691397190094
Shandong,K. pneumoniae,Polymixin B,1.2054244056344032
Shandong,K. pneumoniae,Cefotetan,3.913418203592301
Shandong,K. pneumoniae,Meropenem,4.882175475358963
Shandong,K. pneumoniae,Ertapenem,4.7569893300533295
Shandong,K. pneumoniae,Imipenem,4.996177554130554
Shandong,K. pneumoniae,Tigecycline,1.155330520123243
Shandong,K. pneumoniae,Amikacin,4.821709915995598
Shandong,K. pneumoniae,Cefoxitin,14.037013053894045
Shandong,K. pneumoniae,Cefepime,14.884455502033234
Shandong,K. pneumoniae,Levofloxacin,16.270023584365845
Shandong,K. pneumoniae,Tobramycin,17.456281185150146
Shandong,K. pneumoniae,Ceftazidime,16.6354238986969
Shandong,K. pneumoniae,Gentamicin,15.69402813911438
Shandong,K. pneumoniae,Aztreonam,19.990751147270203
Shandong,K. pneumoniae,Ciprofloxacin,18.68058741092682
Shandong,K. pneumoniae,Cefotaxime,23.76859039068222
Shandong,K. pneumoniae,Chloramphenicol,21.15642875432968
Shandong,K. pneumoniae,Ceftriaxone,25.15286505222321
Shandong,K. pneumoniae,Cefuroxime,27.703586220741272
Shandong,K. pneumoniae,Cefazolin,29.55358326435089
Shandong,K. pneumoniae,Nitrofurantoin,23.878061771392822
Shandong,K. pneumoniae,Ampicillin,89.50027227401733
Shandong,P. aeruginosa,Polymixin B,0.8356040343642235
Shandong,P. aeruginosa,Amikacin,1.6601800918579102
Shandong,P. aeruginosa,Tobramycin,4.505370557308197
Shandong,P. aeruginosa,Gentamicin,5.93998096883297
Shandong,P. aeruginosa,Meropenem,10.131876170635223
Shandong,P. aeruginosa,Cefepime,6.646563112735748
Shandong,P. aeruginosa,Imipenem,12.79725432395935
Shandong,P. aeruginosa,Ceftazidime,11.2035371363163
Shandong,P. aeruginosa,Ciprofloxacin,10.640860348939896
Shandong,P. aeruginosa,Levofloxacin,12.303050607442856
Shandong,P. aeruginosa,Piperacillin,16.173741221427917
Shandong,P. aeruginosa,Aztreonam,16.435056924819946
Shandong,A. baumannii,Polymixin B,0.3615482710301876
Shandong,A. baumannii,Tigecycline,2.4335961788892746
Shandong,A. baumannii,Minocycline,11.763902008533478
Shandong,A. baumannii,Amikacin,41.974928975105286
Shandong,A. baumannii,Tobramycin,45.63958048820496
Shandong,A. baumannii,Gentamicin,48.9656925201416
Shandong,A. baumannii,Levofloxacin,49.62843656539917
Shandong,A. baumannii,Imipenem,54.53156232833862
Shandong,A. baumannii,Ciprofloxacin,54.57078218460083
Shandong,A. baumannii,Cefepime,49.37898814678192
Shandong,A. baumannii,Ceftazidime,53.96353006362915
Shandong,A. baumannii,Meropenem,56.46856427192688
Shandong,A. baumannii,Cefotaxime,49.20065701007843
Shandong,A. baumannii,Ceftriaxone,50.19479990005493
Shandong,A. baumannii,Aztreonam,69.4674551486969
Henan,S. aureus,Rifampicin,1.5519999898970127
Henan,S. aureus,Nitrofurantoin,5.846298858523369
Henan,S. aureus,Chloramphenicol,5.922576412558556
Henan,S. aureus,Gentamicin,10.05229726433754
Henan,S. aureus,Levofloxacin,13.52020502090454
Henan,S. aureus,Ciprofloxacin,11.918014287948608
Henan,S. aureus,Tetracycline,17.0419842004776
Henan,S. aureus,Oxacillin,35.13599932193756
Henan,S. aureus,Cefoxitin,36.89711093902588
Henan,S. aureus,Clindamycin,44.071707129478455
Henan,S. aureus,Erythromycin,69.60970163345337
Henan,S. aureus,Penicillin G,94.67809200286864
Henan,E. coli,Tigecycline,0.169900746550411
Henan,E. coli,Polymixin B,0.7654433138668537
Henan,E. coli,Meropenem,1.7310963943600657
Henan,E. coli,Imipenem,1.6944536939263344
Henan,E. coli,Ertapenem,2.1000228822231293
Henan,E. coli,Cefotetan,2.9523810371756554
Henan,E. coli,Nitrofurantoin,3.5400550812482834
Henan,E. coli,Amikacin,7.041316479444504
Henan,E. coli,Cefoxitin,11.653538793325424
Henan,E. coli,Chloramphenicol,24.283337593078613
Henan,E. coli,Ceftazidime,24.592864513397217
Henan,E. coli,Aztreonam,32.12820589542389
Henan,E. coli,Tobramycin,37.227195501327515
Henan,E. coli,Gentamicin,37.321558594703674
Henan,E. coli,Cefepime,33.42352211475372
Henan,E. coli,Ceftriaxone,52.62935161590576
Henan,E. coli,Cefotaxime,53.52193117141723
Henan,E. coli,Cefuroxime,55.581748485565186
Henan,E. coli,Levofloxacin,55.06348013877869
Henan,E. coli,Ciprofloxacin,57.57206082344055
Henan,E. coli,Cefazolin,68.06886196136475
Henan,E. coli,Ampicillin,86.31303906440735
Henan,K. pneumoniae,Polymixin B,3.4494705498218536
Henan,K. pneumoniae,Tigecycline,4.372355341911316
Henan,K. pneumoniae,Cefotetan,11.605922877788544
Henan,K. pneumoniae,Amikacin,14.904716610908508
Henan,K. pneumoniae,Ertapenem,15.197353065013884
Henan,K. pneumoniae,Meropenem,17.479723691940308
Henan,K. pneumoniae,Imipenem,17.15417206287384
Henan,K. pneumoniae,Gentamicin,22.20098376274109
Henan,K. pneumoniae,Cefoxitin,22.444890439510345
Henan,K. pneumoniae,Tobramycin,24.53995943069458
Henan,K. pneumoniae,Levofloxacin,25.858375430107117
Henan,K. pneumoniae,Chloramphenicol,23.294611275196075
Henan,K. pneumoniae,Ciprofloxacin,28.078868985176086
Henan,K. pneumoniae,Ceftazidime,28.832751512527462
Henan,K. pneumoniae,Cefepime,29.50136959552765
Henan,K. pneumoniae,Aztreonam,31.543806195259094
Henan,K. pneumoniae,Ceftriaxone,34.78366434574127
Henan,K. pneumoniae,Cefotaxime,34.84053015708923
Henan,K. pneumoniae,Cefuroxime,38.75132203102112
Henan,K. pneumoniae,Cefazolin,38.97288739681244
Henan,K. pneumoniae,Nitrofurantoin,25.934919714927673
Henan,K. pneumoniae,Ampicillin,95.5701470375061
Henan,P. aeruginosa,Polymixin B,1.0017678141593933
Henan,P. aeruginosa,Amikacin,3.1749967485666275
Henan,P. aeruginosa,Gentamicin,7.066450268030167
Henan,P. aeruginosa,Tobramycin,9.90401655435562
Henan,P. aeruginosa,Cefepime,8.462029695510864
Henan,P. aeruginosa,Ciprofloxacin,11.910021305084229
Henan,P. aeruginosa,Meropenem,14.157146215438845
Henan,P. aeruginosa,Ceftazidime,12.643425166606905
Henan,P. aeruginosa,Imipenem,17.301812767982483
Henan,P. aeruginosa,Levofloxacin,13.707523047924042
Henan,P. aeruginosa,Piperacillin,18.340113759040833
Henan,P. aeruginosa,Aztreonam,18.456022441387177
Henan,A. baumannii,Polymixin B,0.97141582518816
Henan,A. baumannii,Tigecycline,5.684429034590721
Henan,A. baumannii,Minocycline,13.142397999763489
Henan,A. baumannii,Amikacin,56.04683756828308
Henan,A. baumannii,Tobramycin,61.35846972465515
Henan,A. baumannii,Gentamicin,66.32652878761292
Henan,A. baumannii,Levofloxacin,64.56786394119263
Henan,A. baumannii,Meropenem,70.34856677055359
Henan,A. baumannii,Imipenem,70.38158178329468
Henan,A. baumannii,Ceftazidime,69.89527344703674
Henan,A. baumannii,Ciprofloxacin,70.83702087402344
Henan,A. baumannii,Cefepime,67.26149916648865
Henan,A. baumannii,Ceftriaxone,65.49426913261414
Henan,A. baumannii,Cefotaxime,77.22491025924683
Henan,A. baumannii,Aztreonam,85.94194650650024
Hubei,S. aureus,Nitrofurantoin,0.2600104082375765
Hubei,S. aureus,Rifampicin,1.495409570634365
Hubei,S. aureus,Chloramphenicol,4.751820117235184
Hubei,S. aureus,Gentamicin,8.162254840135574
Hubei,S. aureus,Levofloxacin,14.410601556301115
Hubei,S. aureus,Tetracycline,14.253215491771698
Hubei,S. aureus,Ciprofloxacin,15.80369621515274
Hubei,S. aureus,Oxacillin,24.541743099689484
Hubei,S. aureus,Cefoxitin,26.52517259120941
Hubei,S. aureus,Clindamycin,28.724607825279236
Hubei,S. aureus,Erythromycin,53.175294399261475
Hubei,S. aureus,Penicillin G,92.05920100212096
Hubei,E. coli,Tigecycline,0.11755663435906172
Hubei,E. coli,Polymixin B,0.50414870493114
Hubei,E. coli,Meropenem,0.9194301441311836
Hubei,E. coli,Ertapenem,0.8684475906193256
Hubei,E. coli,Imipenem,0.977060291916132
Hubei,E. coli,Cefotetan,1.9595928490161896
Hubei,E. coli,Nitrofurantoin,2.266235090792179
Hubei,E. coli,Amikacin,3.657390177249909
Hubei,E. coli,Cefoxitin,8.570846915245056
Hubei,E. coli,Chloramphenicol,20.451535284519196
Hubei,E. coli,Ceftazidime,20.4265296459198
Hubei,E. coli,Gentamicin,29.946160316467285
Hubei,E. coli,Aztreonam,28.72861921787262
Hubei,E. coli,Cefepime,28.04566919803619
Hubei,E. coli,Tobramycin,28.235557675361633
Hubei,E. coli,Ceftriaxone,47.09610044956207
Hubei,E. coli,Cefotaxime,47.994473576545715
Hubei,E. coli,Levofloxacin,48.50306510925293
Hubei,E. coli,Cefuroxime,49.15684461593628
Hubei,E. coli,Ciprofloxacin,51.03842616081238
Hubei,E. coli,Cefazolin,60.53229570388794
Hubei,E. coli,Ampicillin,84.92593169212341
Hubei,K. pneumoniae,Polymixin B,1.194840483367443
Hubei,K. pneumoniae,Ertapenem,8.577054738998413
Hubei,K. pneumoniae,Tigecycline,1.805908605456352
Hubei,K. pneumoniae,Meropenem,9.330254048109056
Hubei,K. pneumoniae,Imipenem,9.156162291765211
Hubei,K. pneumoniae,Cefotetan,13.080379366874697
Hubei,K. pneumoniae,Amikacin,8.986129611730576
Hubei,K. pneumoniae,Cefoxitin,16.544605791568756
Hubei,K. pneumoniae,Levofloxacin,19.225454330444336
Hubei,K. pneumoniae,Gentamicin,16.956955194473267
Hubei,K. pneumoniae,Ceftazidime,19.887441396713257
Hubei,K. pneumoniae,Cefepime,20.201025903224945
Hubei,K. pneumoniae,Chloramphenicol,20.878714323043823
Hubei,K. pneumoniae,Aztreonam,23.712104558944706
Hubei,K. pneumoniae,Ciprofloxacin,22.518284618854523
Hubei,K. pneumoniae,Ceftriaxone,26.48165225982666
Hubei,K. pneumoniae,Cefotaxime,26.525869965553284
Hubei,K. pneumoniae,Cefuroxime,28.493595123291016
Hubei,K. pneumoniae,Tobramycin,20.730964839458466
Hubei,K. pneumoniae,Cefazolin,28.749877214431763
Hubei,K. pneumoniae,Nitrofurantoin,38.70967626571655
Hubei,K. pneumoniae,Ampicillin,97.2704529762268
Hubei,P. aeruginosa,Polymixin B,1.062288787215948
Hubei,P. aeruginosa,Amikacin,2.002653293311596
Hubei,P. aeruginosa,Gentamicin,5.675309896469116
Hubei,P. aeruginosa,Tobramycin,5.2620816975831985
Hubei,P. aeruginosa,Meropenem,9.820076078176498
Hubei,P. aeruginosa,Ciprofloxacin,8.453713357448578
Hubei,P. aeruginosa,Ceftazidime,9.716056287288666
Hubei,P. aeruginosa,Cefepime,6.81217834353447
Hubei,P. aeruginosa,Imipenem,11.662496626377106
Hubei,P. aeruginosa,Levofloxacin,10.289672762155533
Hubei,P. aeruginosa,Piperacillin,14.244253933429718
Hubei,P. aeruginosa,Aztreonam,14.653877913951874
Hubei,A. baumannii,Polymixin B,1.1976048350334167
Hubei,A. baumannii,Tigecycline,3.516572341322899
Hubei,A. baumannii,Minocycline,11.52951568365097
Hubei,A. baumannii,Amikacin,45.032742619514465
Hubei,A. baumannii,Tobramycin,51.18841528892517
Hubei,A. baumannii,Gentamicin,55.758655071258545
Hubei,A. baumannii,Imipenem,59.44843888282776
Hubei,A. baumannii,Levofloxacin,52.8092086315155
Hubei,A. baumannii,Ceftazidime,58.82866382598877
Hubei,A. baumannii,Meropenem,59.98991131782532
Hubei,A. baumannii,Cefepime,55.43668270111084
Hubei,A. baumannii,Ciprofloxacin,60.93587875366211
Hubei,A. baumannii,Ceftriaxone,60.52318811416626
Hubei,A. baumannii,Cefotaxime,51.045018434524536
Hubei,A. baumannii,Aztreonam,97.27272987365724
Hunan,S. aureus,Nitrofurantoin,1.276029460132122
Hunan,S. aureus,Rifampicin,1.4097501523792744
Hunan,S. aureus,Chloramphenicol,5.315843969583511
Hunan,S. aureus,Gentamicin,6.06217235326767
Hunan,S. aureus,Levofloxacin,12.19356805086136
Hunan,S. aureus,Ciprofloxacin,11.066458374261856
Hunan,S. aureus,Clindamycin,21.10469937324524
Hunan,S. aureus,Oxacillin,22.771111130714417
Hunan,S. aureus,Cefoxitin,22.97707349061966
Hunan,S. aureus,Tetracycline,22.125209867954258
Hunan,S. aureus,Erythromycin,44.35018897056579
Hunan,S. aureus,Penicillin G,91.43520593643188
Hunan,E. coli,Tigecycline,0.2729044761508703
Hunan,E. coli,Polymixin B,0.7036867085844278
Hunan,E. coli,Imipenem,1.354056037962437
Hunan,E. coli,Ertapenem,1.4869222417473793
Hunan,E. coli,Meropenem,1.5743052586913109
Hunan,E. coli,Cefotetan,2.118644118309021
Hunan,E. coli,Amikacin,3.125685080885887
Hunan,E. coli,Nitrofurantoin,3.567494824528694
Hunan,E. coli,Cefoxitin,10.121005773544312
Hunan,E. coli,Ceftazidime,18.853555619716644
Hunan,E. coli,Chloramphenicol,25.38248598575592
Hunan,E. coli,Tobramycin,28.73084545135498
Hunan,E. coli,Gentamicin,28.771620988845825
Hunan,E. coli,Aztreonam,27.401238679885864
Hunan,E. coli,Cefepime,23.352664709091187
Hunan,E. coli,Levofloxacin,40.412622690200806
Hunan,E. coli,Ceftriaxone,45.943066477775574
Hunan,E. coli,Ciprofloxacin,44.45441961288452
Hunan,E. coli,Cefotaxime,45.67580223083496
Hunan,E. coli,Cefuroxime,47.06536233425141
Hunan,E. coli,Cefazolin,56.463658809661865
Hunan,E. coli,Ampicillin,80.94822764396667
Hunan,K. pneumoniae,Polymixin B,2.4864481762051582
Hunan,K. pneumoniae,Tigecycline,5.070007964968681
Hunan,K. pneumoniae,Ertapenem,9.51174721121788
Hunan,K. pneumoniae,Amikacin,9.41094383597374
Hunan,K. pneumoniae,Cefotetan,10.83938181400299
Hunan,K. pneumoniae,Imipenem,11.395009607076643
Hunan,K. pneumoniae,Meropenem,13.863734900951384
Hunan,K. pneumoniae,Gentamicin,17.181208729743958
Hunan,K. pneumoniae,Cefoxitin,18.097959458827972
Hunan,K. pneumoniae,Levofloxacin,17.727497220039368
Hunan,K. pneumoniae,Cefepime,20.916615426540375
Hunan,K. pneumoniae,Ceftazidime,21.147216856479645
Hunan,K. pneumoniae,Ciprofloxacin,21.53680771589279
Hunan,K. pneumoniae,Tobramycin,22.005392611026764
Hunan,K. pneumoniae,Cefotaxime,23.96551668643951
Hunan,K. pneumoniae,Aztreonam,25.360462069511417
Hunan,K. pneumoniae,Ceftriaxone,26.985302567481995
