sample_type,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset
sediment,Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",Florfenicol,other,0.293333333333333,NA,μg/kg dw,2012.0,NA,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),97,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",Norfloxacin,fluoroquinolones,72.4272222222222,NA,μg/kg dw,2012.0,NA,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),97,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",Ofloxacin,fluoroquinolones,137.345555555556,NA,μg/kg dw,2012.0,NA,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),97,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",Oxytetracycline,tetracyclines,4.52055555555556,NA,μg/kg dw,2012.0,NA,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),97,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",Sulfadiazine,sulfonamides,0.561111111111111,NA,μg/kg dw,2012.0,NA,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),97,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",Sulfadimethoxypyrimidine,sulfonamides,0.0266666666666667,NA,μg/kg dw,2012.0,NA,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),97,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",Sulfamethazine,sulfonamides,12.9961111111111,NA,μg/kg dw,2012.0,NA,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),97,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",Sulfamethazine,sulfonamides,0.339444444444444,NA,μg/kg dw,2012.0,NA,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),97,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",Sulfamethoxazole,sulfonamides,0.48,NA,μg/kg dw,2012.0,NA,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),97,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",Sulfaquinoxaline,sulfonamides,0.0711111111111111,NA,μg/kg dw,2012.0,NA,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),97,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",Tetracycline,tetracyclines,4.37833333333333,NA,μg/kg dw,2012.0,NA,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),97,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Beijiang River,Chloramphenicol,other,3.1,3.8,μg/kg dw,2013.0,NA,"Jiang, H. et al. Occurrence and Potential Sources of Antibiotics in Beijiang River, Southern China. Asian Journal of Ecotoxicology 10, 132-140, doi:10.7524/aje.1673-5897.20150531001 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),177,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Guangdong,Chlorotetracycline,tetracyclines,0.42,0.87,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Beijiang River,Clarithromycin,macrolides,207.8,415.5,μg/kg dw,2013.0,NA,"Jiang, H. et al. Occurrence and Potential Sources of Antibiotics in Beijiang River, Southern China. Asian Journal of Ecotoxicology 10, 132-140, doi:10.7524/aje.1673-5897.20150531001 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),177,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Guangdong,Doxycycline,tetracyclines,9.34,40.57,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Beijiang River,Ofloxacin,fluoroquinolones,22,44,μg/kg dw,2013.0,NA,"Jiang, H. et al. Occurrence and Potential Sources of Antibiotics in Beijiang River, Southern China. Asian Journal of Ecotoxicology 10, 132-140, doi:10.7524/aje.1673-5897.20150531001 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),177,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Guangdong,Oxytetracycline,tetracyclines,7.4,39.5,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Guangdong,Roxithromycin,macrolides,NA,13.5,μg/kg dw,2013,NA,Antibiotics in the Coastal Waters and Sediments of China: A Brief Review and Perspective,Additional curated article workbook (Sheet1),N42,Additional_data_on_antibiotics_in_water_and_sediment_in_china__01_Sheet1.csv
sediment,Guangdong,Guangdong,Sulfadiazine,sulfonamides,0.12,0.4,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Guangdong,Sulfamerazine,sulfonamides,0.05,0.09,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Guangdong,Sulfamethazine,sulfonamides,0.26,0.8,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Guangdong,Sulfamethoxazole,sulfonamides,0.13,0.35,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Guangdong,Sulfapyridine,sulfonamides,0.09,0.22,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Guangdong,Sulfaquinoxaline,sulfonamides,0.04,0.13,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Guangdong,Sulfathiazole,sulfonamides,0.03,0.08,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,Guangdong,Tetracycline,tetracyclines,6.45,25.33,μg/kg dw,2013.0,spring,"Chen, C. Q., Zheng, L., Zhou, J. L. & Zhao, H. Persistence and risk of antibiotic residues and antibiotic resistance genes in major mariculture sites in Southeast China. Science of the Total Environment 580 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),164,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Huizhou, Huiyang district, Daya Bay",Ciprofloxacin,fluoroquinolones,0.2,0.7,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, the Zhuhai oyster farming area",Ciprofloxacin,fluoroquinolones,0.2,0.7,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, Zhuhai Guishan Island",Ciprofloxacin,fluoroquinolones,0.2,0.7,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Shanwei, Honghai Bay",Ciprofloxacin,fluoroquinolones,0.2,0.7,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Yangjiang, Jiangcheng district, Hailing Bay",Ciprofloxacin,fluoroquinolones,0.2,0.7,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Mazhang District, Zhanjiang Mangrove National Nature Reserve",Ciprofloxacin,fluoroquinolones,36.075,68.5,μg/kg dw,2014.0,autumn,"Liu, X., Liu, Y., Xu, J.-R., Ren, K.-J. & Meng, X.-Z. Tracking aquaculture-derived fluoroquinolones in a mangrove wetland, South China. Environmental Pollution 219 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),89,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Huizhou, Huiyang district, Daya Bay",Clarithromycin,macrolides,0.2,0.6,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, the Zhuhai oyster farming area",Clarithromycin,macrolides,0.2,0.6,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, Zhuhai Guishan Island",Clarithromycin,macrolides,0.2,0.6,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Shanwei, Honghai Bay",Clarithromycin,macrolides,0.2,0.6,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Yangjiang, Jiangcheng district, Hailing Bay",Clarithromycin,macrolides,0.2,0.6,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Mazhang District, Zhanjiang Mangrove National Nature Reserve",Enrofloxacin,fluoroquinolones,4.85357142857143,19.3,μg/kg dw,2014.0,autumn,"Liu, X., Liu, Y., Xu, J.-R., Ren, K.-J. & Meng, X.-Z. Tracking aquaculture-derived fluoroquinolones in a mangrove wetland, South China. Environmental Pollution 219 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),89,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Huizhou, Huiyang district, Daya Bay",Erythromycin-H2O,macrolides,0.04,0.09,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, the Zhuhai oyster farming area",Erythromycin-H2O,macrolides,0.04,0.09,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, Zhuhai Guishan Island",Erythromycin-H2O,macrolides,0.04,0.09,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Shanwei, Honghai Bay",Erythromycin-H2O,macrolides,0.04,0.09,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Yangjiang, Jiangcheng district, Hailing Bay",Erythromycin-H2O,macrolides,0.04,0.09,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Huizhou, Huiyang district, Daya Bay",Flumequine,fluoroquinolones,0.03,0.1,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, the Zhuhai oyster farming area",Flumequine,fluoroquinolones,0.03,0.1,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, Zhuhai Guishan Island",Flumequine,fluoroquinolones,0.03,0.1,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Shanwei, Honghai Bay",Flumequine,fluoroquinolones,0.03,0.1,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Yangjiang, Jiangcheng district, Hailing Bay",Flumequine,fluoroquinolones,0.03,0.1,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Huizhou, Huiyang district, Daya Bay",Isochlortetracycline,tetracyclines,0.02,0.04,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, the Zhuhai oyster farming area",Isochlortetracycline,tetracyclines,0.02,0.04,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, Zhuhai Guishan Island",Isochlortetracycline,tetracyclines,0.02,0.04,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Shanwei, Honghai Bay",Isochlortetracycline,tetracyclines,0.02,0.04,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Yangjiang, Jiangcheng district, Hailing Bay",Isochlortetracycline,tetracyclines,0.02,0.04,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Huizhou, Huiyang district, Daya Bay",Norfloxacin,fluoroquinolones,2.2,3.2,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, the Zhuhai oyster farming area",Norfloxacin,fluoroquinolones,2.2,3.2,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhuhai, Xiangzhou district, Zhuhai Guishan Island",Norfloxacin,fluoroquinolones,2.2,3.2,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Shanwei, Honghai Bay",Norfloxacin,fluoroquinolones,2.2,3.2,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Yangjiang, Jiangcheng district, Hailing Bay",Norfloxacin,fluoroquinolones,2.2,3.2,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Zhanjiang, Mazhang District, Zhanjiang Mangrove National Nature Reserve",Norfloxacin,fluoroquinolones,26.2,64.2,μg/kg dw,2014.0,autumn,"Liu, X., Liu, Y., Xu, J.-R., Ren, K.-J. & Meng, X.-Z. Tracking aquaculture-derived fluoroquinolones in a mangrove wetland, South China. Environmental Pollution 219 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),89,Data_on_Antibiotics_in_China__07_Sheet7.csv
sediment,Guangdong,"Huizhou, Huiyang district, Daya Bay",Ofloxacin,fluoroquinolones,0.4,0.6,μg/kg dw,2014.0,NA,"Xie, H. et al. Pharmaceuticals and personal care products in water, sediments, aquatic organisms, and fish feeds in the Pearl River Delta: Occurrence, distribution, potential sources, and health risk assessment. Sci Total Environ 659, 230-239, doi:10.1016/j.scitotenv.2018.12.222 (2019).",Zhang 2022 supplementary dataset (Sheet7 record),43,Data_on_Antibiotics_in_China__07_Sheet7.csv
