reference_number,source_dataset,full_reference_name,article_link,place_in_article_data_extracted_from,province,location,sample_type,matrix,sample_year,season,antibiotic,group_of_antibiotic,unit_raw,mean_raw,max_raw,conversion_factor,unit_converted,mean_converted,max_converted,flag_codes,flag_reasons,suggested_unit_note
97,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, Y. et al. Occurrence and distribution of the environmental pollutant antibiotics in Gaoqiao mangrove area, China. Chemosphere 147 (2016).",https://scholar.google.com/scholar?q=Occurrence+and+distribution+of+the+environmental+pollutant+antibiotics+in+Gaoqiao+mangrove+area%2C+China,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Zhanjiang, Lianjiang, Gaoqiao town, Gaoqiao mangrove national nature reserve",sediment,sediment,2012,NA,Sulfamethazine,sulfonamides,g/kg dw,12.9961111111111,NA,1000000,ng/g dw,12996111.1111111,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 13000 ng/g dw; if µg/kg not g/kg, mean would be 13 ng/g dw; if ng/g not g/kg, mean would be 13 ng/g dw"
216,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Yan, Q. et al. Fate of pharmaceutically active compounds in a municipalwastewater treatment plantand risk assessment. China Environmental Science 34, 672-680 (2014).",https://scholar.google.com/scholar?q=Fate+of+pharmaceutically+active+compounds+in+a+municipalwastewater+treatment+plantand+risk+assessment,Zhang 2022 supplementary dataset (Sheet7 record),Chongqing,"Chongqing, Jiangbei district",municipal sludge,sludge,2012,autumn,Erythromycin-H2O,macrolides,g/kg dw,12.91,NA,1000000,ng/g dw,12910000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12910 ng/g dw; if µg/kg not g/kg, mean would be 12.91 ng/g dw; if ng/g not g/kg, mean would be 12.91 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,Bohai Sea and surrounding estuaries,sediment,sediment,2013,summer,Ciprofloxacin,fluoroquinolones,g/kg dw,12.9,47.9,1000000,ng/g dw,12900000,47900000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12900 ng/g dw; if µg/kg not g/kg, mean would be 12.9 ng/g dw; if ng/g not g/kg, mean would be 12.9 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Liaoning,Bohai Sea and surrounding estuaries,sediment,sediment,2013,summer,Ciprofloxacin,fluoroquinolones,g/kg dw,12.9,47.9,1000000,ng/g dw,12900000,47900000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12900 ng/g dw; if µg/kg not g/kg, mean would be 12.9 ng/g dw; if ng/g not g/kg, mean would be 12.9 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Shandong,Bohai Sea and surrounding estuaries,sediment,sediment,2013,summer,Ciprofloxacin,fluoroquinolones,g/kg dw,12.9,47.9,1000000,ng/g dw,12900000,47900000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12900 ng/g dw; if µg/kg not g/kg, mean would be 12.9 ng/g dw; if ng/g not g/kg, mean would be 12.9 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,Bohai Sea and surrounding estuaries,sediment,sediment,2013,summer,Ciprofloxacin,fluoroquinolones,g/kg dw,12.9,47.9,1000000,ng/g dw,12900000,47900000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12900 ng/g dw; if µg/kg not g/kg, mean would be 12.9 ng/g dw; if ng/g not g/kg, mean would be 12.9 ng/g dw"
13,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Chen, F. et al. Distribution and accumulation of endocrine-disrupting chemicals and pharmaceuticals in wastewater irrigated soils in Hebei, China. Environ Pollut 159, 1490-1498, doi:10.1016/j.envpol.2011.03.016 (2011).",https://doi.org/10.1016/j.envpol.2011.03.016,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,"Shijiazhuang, Luancheng district, Douyu Town",soil,soil,2008,summer,Tetracycline,tetracyclines,g/kg dw,12.88,NA,1000000,ng/g dw,12880000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12880 ng/g dw; if µg/kg not g/kg, mean would be 12.88 ng/g dw; if ng/g not g/kg, mean would be 12.88 ng/g dw"
202,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wang, N. Pollution characteristics and risks of sulfonamides antibiotics and their resisitance genes in the environment, Nanjing University, (2014).",https://scholar.google.com/scholar?q=Pollution+characteristics+and+risks+of+sulfonamides+antibiotics+and+their+resisitance+genes+in+the+environment%2C+Nanjing+University%2C,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,"Suqian, Sihong county",soil,soil,2012,summer,Chlortetracycline,tetracyclines,g/kg dw,12.88,NA,1000000,ng/g dw,12880000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12880 ng/g dw; if µg/kg not g/kg, mean would be 12.88 ng/g dw; if ng/g not g/kg, mean would be 12.88 ng/g dw"
210,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wang, N. et al. Pollution characteristics and environmental risk assessment of typical veterinary antibiotics in livestock farms in Southeastern China. Journal of environmental science and health. Part. B, Pesticides, food contaminants, and agricultural wastes 49 (2014).",https://scholar.google.com/scholar?q=Pollution+characteristics+and+environmental+risk+assessment+of+typical+veterinary+antibiotics+in+livestock+farms+in+Southeastern+China,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,Jiangsu,soil,soil,2013,summer,Chlortetracycline,tetracyclines,g/kg dw,12.88,NA,1000000,ng/g dw,12880000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12880 ng/g dw; if µg/kg not g/kg, mean would be 12.88 ng/g dw; if ng/g not g/kg, mean would be 12.88 ng/g dw"
63,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Lu, L. et al. Antibiotic resistance gene abundances associated with heavy metals and antibiotics in the sediments of Changshou Lake in the three Gorges Reservoir area, China. Ecological Indicators 113 (2020).",https://scholar.google.com/scholar?q=Antibiotic+resistance+gene+abundances+associated+with+heavy+metals+and+antibiotics+in+the+sediments+of+Changshou+Lake+in+the+three+Gorges+Reservoir+ar,Zhang 2022 supplementary dataset (Sheet7 record),Chongqing,"Chongqing, Changshou district, Changshou Lake",sediment,sediment,2017,autumn,Tetracycline,tetracyclines,g/kg dw,12.81,16.81,1000000,ng/g dw,12810000,16810000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12810 ng/g dw; if µg/kg not g/kg, mean would be 12.81 ng/g dw; if ng/g not g/kg, mean would be 12.81 ng/g dw"
72,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wang, Y. n. et al. Occurrence and distribution of typical antibiotics in the aquatic environment of the wetland karst plateau in Guizhou. Huanjing Huaxue-Environmental Chemistry 39, 975-986, doi:10.7524/j.issn.0254-6108.2019090103 (2020).",https://doi.org/10.7524/j.issn.0254-6108.2019090103,Zhang 2022 supplementary dataset (Sheet7 record),Guizhou,"Bijie, Weining county, Caohai National Nature Reserve",sediment,sediment,2018,summer,Fleroxacin,fluoroquinolones,g/kg dw,12.8,102,1000000,ng/g dw,12800000,102000000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12800 ng/g dw; if µg/kg not g/kg, mean would be 12.8 ng/g dw; if ng/g not g/kg, mean would be 12.8 ng/g dw"
75,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Zhang, G., Liu, X., Lu, S., Zhang, J. & Wang, W. Occurrence of typical antibiotics in Nansi Lake's inflowing rivers and antibiotic source contribution to Nansi Lake based on principal component analysis-multiple linear regression model. Chemosphere 242, 125269, doi:10.1016/j.chemosphere.2019.125269 (2020).",https://doi.org/10.1016/j.chemosphere.2019.125269,Zhang 2022 supplementary dataset (Sheet7 record),Shandong,"Jining, Weishan County, Nansi Lake",sediment,sediment,2017,winter,Enrofloxacin,fluoroquinolones,g/kg dw,12.696,207.241,1000000,ng/g dw,12696000,207241000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12700 ng/g dw; if µg/kg not g/kg, mean would be 12.7 ng/g dw; if ng/g not g/kg, mean would be 12.7 ng/g dw"
180,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Lei, X., Lu, J., Liu, Z., Tong, Y. & Li, S. Concentration and distribution of antibiotics in water-sediment system of Bosten Lake, Xinjiang. Environ Sci Pollut Res Int 22, 1670-1678, doi:10.1007/s11356-014-2994-5 (2015).",https://doi.org/10.1007/s11356-014-2994-5,Zhang 2022 supplementary dataset (Sheet7 record),Xinjiang,"Bayingol Mongolian Autonomous Prefecture, Bohu County, Bosten Lake",sediment,sediment,2012,summer,Oxytetracycline,tetracyclines,g/kg dw,12.64,20.67,1000000,ng/g dw,12640000,20670000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12640 ng/g dw; if µg/kg not g/kg, mean would be 12.64 ng/g dw; if ng/g not g/kg, mean would be 12.64 ng/g dw"
175,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Guo, X., Li, G., Liu, X. & Chen, Q. Spatial distribution, transportation and transformation of tetracyclines antibiotics in Meijiang River catchment. Huanjing Kexue Xuebao 35, 3202-3209, doi:10.13671/j.hjkxxb.2014.1081 (2015).",https://doi.org/10.13671/j.hjkxxb.2014.1081,Zhang 2022 supplementary dataset (Sheet7 record),Jiangxi,"Ganzhou, Ningdu, Meijiang River catchment",sediment,sediment,2009,NA,Chlortetracycline,tetracyclines,g/kg dw,12.62,25.24,1000000,ng/g dw,12620000,25240000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12620 ng/g dw; if µg/kg not g/kg, mean would be 12.62 ng/g dw; if ng/g not g/kg, mean would be 12.62 ng/g dw"
123,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2018).",https://scholar.google.com/scholar?q=Occurrence%2C+Distribution%2C+and+Risk+Assessment+of+Antibiotics+in+a+Subtropical+River-Reservoir+System,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Heyuan, Longchuan, Fengshuba Reservoir",sediment,sediment,2015,summer,Cefalexin,beta-lactams,g/kg dw,12.6,21.9,1000000,ng/g dw,12600000,21900000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12600 ng/g dw; if µg/kg not g/kg, mean would be 12.6 ng/g dw; if ng/g not g/kg, mean would be 12.6 ng/g dw"
50,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Chen, Y. et al. Comprehensive insights into the occurrence, distribution, risk assessment and indicator screening of antibiotics in a large drinking reservoir system. Sci Total Environ 716, 137060, doi:10.1016/j.scitotenv.2020.137060 (2020).",https://doi.org/10.1016/j.scitotenv.2020.137060,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Heyuan, Longchuan County, Fengshuba Reservoir",sediment,sediment,2015,NA,Cephalexin,beta-lactams,g/kg dw,12.6,21.9,1000000,ng/g dw,12600000,21900000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12600 ng/g dw; if µg/kg not g/kg, mean would be 12.6 ng/g dw; if ng/g not g/kg, mean would be 12.6 ng/g dw"
123,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2018).",https://scholar.google.com/scholar?q=Occurrence%2C+Distribution%2C+and+Risk+Assessment+of+Antibiotics+in+a+Subtropical+River-Reservoir+System,Zhang 2022 supplementary dataset (Sheet7 record),Jiangxi,"Ganzhou, Dingnan, Beiling River",sediment,sediment,2015,summer,Cefalexin,beta-lactams,g/kg dw,12.6,21.9,1000000,ng/g dw,12600000,21900000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12600 ng/g dw; if µg/kg not g/kg, mean would be 12.6 ng/g dw; if ng/g not g/kg, mean would be 12.6 ng/g dw"
123,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2018).",https://scholar.google.com/scholar?q=Occurrence%2C+Distribution%2C+and+Risk+Assessment+of+Antibiotics+in+a+Subtropical+River-Reservoir+System,Zhang 2022 supplementary dataset (Sheet7 record),Jiangxi,"Ganzhou, Xunwu county, Xunwu River",sediment,sediment,2015,summer,Cefalexin,beta-lactams,g/kg dw,12.6,21.9,1000000,ng/g dw,12600000,21900000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12600 ng/g dw; if µg/kg not g/kg, mean would be 12.6 ng/g dw; if ng/g not g/kg, mean would be 12.6 ng/g dw"
124,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Gao, Q. et al. Diverse and abundant antibiotic resistance genes from mariculture sites of China's coastline. Science of the Total Environment 630 (2018).",https://scholar.google.com/scholar?q=Diverse+and+abundant+antibiotic+resistance+genes+from+mariculture+sites+of+China%27s+coastline,Zhang 2022 supplementary dataset (Sheet7 record),Liaoning,Dalian,sediment,sediment,2015,autumn,Sulfadiazine,sulfonamides,g/kg dw,12.6,13.68,1000000,ng/g dw,12600000,13680000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12600 ng/g dw; if µg/kg not g/kg, mean would be 12.6 ng/g dw; if ng/g not g/kg, mean would be 12.6 ng/g dw"
60,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, Z. et al. Optimization of Antibiotic Detection Methods and Residual Characteristics in Aquaculture Water and Sediment. Asian Journal of Ecotoxicology 15, 209-219, doi:10.7524/aje.1673-5897.20190725003 (2020).",https://doi.org/10.7524/aje.1673-5897.20190725003,Zhang 2022 supplementary dataset (Sheet7 record),Shanghai,Shanghai,sediment,sediment,2018,autumn,Norfloxacin,fluoroquinolones,g/kg dw,12.6,42.94,1000000,ng/g dw,12600000,42940000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12600 ng/g dw; if µg/kg not g/kg, mean would be 12.6 ng/g dw; if ng/g not g/kg, mean would be 12.6 ng/g dw"
25,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Cao, S. Multi-media distribution characteristics and risk assessment of typical PPCPs in the water environment of the Dianshan Lake in Shanghai Shanghai Normal University, (2019).",https://scholar.google.com/scholar?q=Multi-media+distribution+characteristics+and+risk+assessment+of+typical+PPCPs+in+the+water+environment+of+the+Dianshan+Lake+in+Shanghai+Shanghai+Norma,Zhang 2022 supplementary dataset (Sheet7 record),Shanghai,"Shanghai, Qingpu district, Jinze Town, Dianshan Lake",sediment,sediment,2017,autumn,Sulfamethazine,sulfonamides,g/kg dw,12.55,NA,1000000,ng/g dw,12550000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12550 ng/g dw; if µg/kg not g/kg, mean would be 12.55 ng/g dw; if ng/g not g/kg, mean would be 12.55 ng/g dw"
131,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2019).",https://doi.org/10.1016/j.chemosphere.2018.09.152,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,Hebei,soil,soil,2016,summer,Doxycycline,tetracyclines,g/kg dw,12.5,94.1,1000000,ng/g dw,12500000,94100000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12500 ng/g dw; if µg/kg not g/kg, mean would be 12.5 ng/g dw; if ng/g not g/kg, mean would be 12.5 ng/g dw"
147,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere (2018).",https://scholar.google.com/scholar?q=Occurrence+of+seventeen+veterinary+antibiotics+and+resistant+bacterias+in+manure-fertilized+vegetable+farm+soil+in+four+provinces+of+China,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,Hebei,soil,soil,2016,summer,Doxycycline,tetracyclines,g/kg dw,12.5,94.1,1000000,ng/g dw,12500000,94100000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12500 ng/g dw; if µg/kg not g/kg, mean would be 12.5 ng/g dw; if ng/g not g/kg, mean would be 12.5 ng/g dw"
131,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2019).",https://doi.org/10.1016/j.chemosphere.2018.09.152,Zhang 2022 supplementary dataset (Sheet7 record),Henan,Henan,soil,soil,2016,summer,Doxycycline,tetracyclines,g/kg dw,12.5,94.1,1000000,ng/g dw,12500000,94100000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12500 ng/g dw; if µg/kg not g/kg, mean would be 12.5 ng/g dw; if ng/g not g/kg, mean would be 12.5 ng/g dw"
147,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere (2018).",https://scholar.google.com/scholar?q=Occurrence+of+seventeen+veterinary+antibiotics+and+resistant+bacterias+in+manure-fertilized+vegetable+farm+soil+in+four+provinces+of+China,Zhang 2022 supplementary dataset (Sheet7 record),Henan,Henan,soil,soil,2016,summer,Doxycycline,tetracyclines,g/kg dw,12.5,94.1,1000000,ng/g dw,12500000,94100000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12500 ng/g dw; if µg/kg not g/kg, mean would be 12.5 ng/g dw; if ng/g not g/kg, mean would be 12.5 ng/g dw"
131,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2019).",https://doi.org/10.1016/j.chemosphere.2018.09.152,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,Jiangsu,soil,soil,2016,summer,Doxycycline,tetracyclines,g/kg dw,12.5,94.1,1000000,ng/g dw,12500000,94100000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12500 ng/g dw; if µg/kg not g/kg, mean would be 12.5 ng/g dw; if ng/g not g/kg, mean would be 12.5 ng/g dw"
147,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere (2018).",https://scholar.google.com/scholar?q=Occurrence+of+seventeen+veterinary+antibiotics+and+resistant+bacterias+in+manure-fertilized+vegetable+farm+soil+in+four+provinces+of+China,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,Jiangsu,soil,soil,2016,summer,Doxycycline,tetracyclines,g/kg dw,12.5,94.1,1000000,ng/g dw,12500000,94100000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12500 ng/g dw; if µg/kg not g/kg, mean would be 12.5 ng/g dw; if ng/g not g/kg, mean would be 12.5 ng/g dw"
131,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere 215, 234-240, doi:10.1016/j.chemosphere.2018.09.152 (2019).",https://doi.org/10.1016/j.chemosphere.2018.09.152,Zhang 2022 supplementary dataset (Sheet7 record),Sichuan,Sichuan,soil,soil,2016,summer,Doxycycline,tetracyclines,g/kg dw,12.5,94.1,1000000,ng/g dw,12500000,94100000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12500 ng/g dw; if µg/kg not g/kg, mean would be 12.5 ng/g dw; if ng/g not g/kg, mean would be 12.5 ng/g dw"
147,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Wei, R. et al. Occurrence of seventeen veterinary antibiotics and resistant bacterias in manure-fertilized vegetable farm soil in four provinces of China. Chemosphere (2018).",https://scholar.google.com/scholar?q=Occurrence+of+seventeen+veterinary+antibiotics+and+resistant+bacterias+in+manure-fertilized+vegetable+farm+soil+in+four+provinces+of+China,Zhang 2022 supplementary dataset (Sheet7 record),Sichuan,Sichuan,soil,soil,2016,summer,Doxycycline,tetracyclines,g/kg dw,12.5,94.1,1000000,ng/g dw,12500000,94100000,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12500 ng/g dw; if µg/kg not g/kg, mean would be 12.5 ng/g dw; if ng/g not g/kg, mean would be 12.5 ng/g dw"
86,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",https://scholar.google.com/scholar?q=Residues+and+risks+of+veterinary+antibiotics+in+protected+vegetable+soils+following+application+of+different+manures,Zhang 2022 supplementary dataset (Sheet7 record),Yunnan,"Kunming, Jinning",soil,soil,2012,NA,Oxytetracycline,tetracyclines,g/kg dw,12.5,NA,1000000,ng/g dw,12500000,NA,high_converted;implausible_g_per_kg;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Raw value > 10 with g/kg unit (physically implausible); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 12500 ng/g dw; if µg/kg not g/kg, mean would be 12.5 ng/g dw; if ng/g not g/kg, mean would be 12.5 ng/g dw"
