reference_number,source_dataset,full_reference_name,article_link,place_in_article_data_extracted_from,province,location,sample_type,matrix,sample_year,season,antibiotic,group_of_antibiotic,unit_raw,mean_raw,max_raw,conversion_factor,unit_converted,mean_converted,max_converted,flag_codes,flag_reasons,suggested_unit_note
88,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, Y., Liu, B., Zhang, X., Wang, J. & Gao, S. The distribution of veterinary antibiotics in the river system in a livestock-producing region and interactions between different phases. Environ Sci Pollut Res Int 23, 16542-16551, doi:10.1007/s11356-016-6677-2 (2016).",https://doi.org/10.1007/s11356-016-6677-2,Zhang 2022 supplementary dataset (Sheet7 record),Beijing,"Beijing, Pinggu district, Jiyun river",sediment,sediment,2012,winter,Sulfamethoxazole,sulfonamides,g/kg dw,1.4,2.03,1000000,ng/g dw,1400000,2029999.9999999998,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
123,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2018).",https://scholar.google.com/scholar?q=Occurrence%2C+Distribution%2C+and+Risk+Assessment+of+Antibiotics+in+a+Subtropical+River-Reservoir+System,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,"Heyuan, Longchuan, Fengshuba Reservoir",sediment,sediment,2015,summer,Vancomycin,other,g/kg dw,1.4,7,1000000,ng/g dw,1400000,7000000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Ciprofloxacin,fluoroquinolones,g/kg dw,1.4,4,1000000,ng/g dw,1400000,4000000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Hebei,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Norfloxacin,fluoroquinolones,g/kg dw,1.4,1.8,1000000,ng/g dw,1400000,1800000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
64,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Ohore, O. E., Addo, F. G., Han, N., Li, X. & Zhang, S. Profiles of ARGs and their relationships with antibiotics, metals and environmental parameters in vertical sediment layers of three lakes in China. Journal of Environmental Management 255 (2020).",https://scholar.google.com/scholar?q=G.%2C+Han%2C+N.%2C+Li%2C+X,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,Lake Taihu,sediment,sediment,2017,autumn,Doxycycline,tetracyclines,g/kg dw,1.4,2.9,1000000,ng/g dw,1400000,2900000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
58,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",https://doi.org/10.1016/j.chemosphere.2020.128441,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,Yancheng,sediment,sediment,2019,NA,Ciprofloxacin,fluoroquinolones,g/kg dw,1.4,NA,1000000,ng/g dw,1400000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
123,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2018).",https://scholar.google.com/scholar?q=Occurrence%2C+Distribution%2C+and+Risk+Assessment+of+Antibiotics+in+a+Subtropical+River-Reservoir+System,Zhang 2022 supplementary dataset (Sheet7 record),Jiangxi,"Ganzhou, Dingnan, Beiling River",sediment,sediment,2015,summer,Vancomycin,other,g/kg dw,1.4,7,1000000,ng/g dw,1400000,7000000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
123,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Chen, Y. et al. Occurrence, Distribution, and Risk Assessment of Antibiotics in a Subtropical River-Reservoir System. Water 10 (2018).",https://scholar.google.com/scholar?q=Occurrence%2C+Distribution%2C+and+Risk+Assessment+of+Antibiotics+in+a+Subtropical+River-Reservoir+System,Zhang 2022 supplementary dataset (Sheet7 record),Jiangxi,"Ganzhou, Xunwu county, Xunwu River",sediment,sediment,2015,summer,Vancomycin,other,g/kg dw,1.4,7,1000000,ng/g dw,1400000,7000000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
58,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Li, J. Y., Wen, J., Chen, Y., Wang, Q. & Yin, J. Antibiotics in cultured freshwater products in Eastern China: Occurrence, human health risks, sources, and bioaccumulation potential. Chemosphere 264, 128441, doi:10.1016/j.chemosphere.2020.128441 (2020).",https://doi.org/10.1016/j.chemosphere.2020.128441,Zhang 2022 supplementary dataset (Sheet7 record),Jiangxi,Nanchang,sediment,sediment,2018,NA,Roxithromycin,macrolides,g/kg dw,1.4,NA,1000000,ng/g dw,1400000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
126,Data_on_Antibiotics_in_China__07_Sheet7.csv,"He, S. et al. Occurrence and ecological risk assessment of 22 emerging contaminants in the Jilin Songhua River (Northeast China). Environmental Science and Pollution Research 25 (2018).",https://scholar.google.com/scholar?q=Occurrence+and+ecological+risk+assessment+of+22+emerging+contaminants+in+the+Jilin+Songhua+River+%28Northeast+China%29,Zhang 2022 supplementary dataset (Sheet7 record),Jilin,Songhua River,sediment,sediment,2017,summer,Ofloxacin,fluoroquinolones,g/kg dw,1.4,10,1000000,ng/g dw,1400000,10000000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Liaoning,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Ciprofloxacin,fluoroquinolones,g/kg dw,1.4,4,1000000,ng/g dw,1400000,4000000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Liaoning,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Norfloxacin,fluoroquinolones,g/kg dw,1.4,1.8,1000000,ng/g dw,1400000,1800000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Shandong,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Ciprofloxacin,fluoroquinolones,g/kg dw,1.4,4,1000000,ng/g dw,1400000,4000000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Shandong,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Norfloxacin,fluoroquinolones,g/kg dw,1.4,1.8,1000000,ng/g dw,1400000,1800000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Ciprofloxacin,fluoroquinolones,g/kg dw,1.4,4,1000000,ng/g dw,1400000,4000000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
120,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Liu, X. The Characteristics of Particulate Organic Matters and Their Adsorption of Antibiotics in the Coastal Soils and Sediments in the Yellow River Delta University of Chinese Academy of Sciences (Yantai Institute of Coastal Zone Research), (2018).",https://scholar.google.com/scholar?q=The+Characteristics+of+Particulate+Organic+Matters+and+Their+Adsorption+of+Antibiotics+in+the+Coastal+Soils+and+Sediments+in+the+Yellow+River+Delta+Un,Zhang 2022 supplementary dataset (Sheet7 record),Tianjin,Bohai Sea and surrounding estuaries,sediment,sediment,2017,autumn,Norfloxacin,fluoroquinolones,g/kg dw,1.4,1.8,1000000,ng/g dw,1400000,1800000,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
209,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Pan, M., Wong, C. K. C. & Chu, L. M. Distribution of antibiotics in wastewater-irrigated soils and their accumulation in vegetable crops in the Pearl River Delta, southern China. Journal of agricultural and food chemistry 62 (2014).",https://scholar.google.com/scholar?q=Distribution+of+antibiotics+in+wastewater-irrigated+soils+and+their+accumulation+in+vegetable+crops+in+the+Pearl+River+Delta%2C+southern+China,Zhang 2022 supplementary dataset (Sheet7 record),Guangdong,Huizhou,soil,soil,2013,summer,Sulfamethazine,sulfonamides,g/kg dw,1.4,NA,1000000,ng/g dw,1400000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
86,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",https://scholar.google.com/scholar?q=Residues+and+risks+of+veterinary+antibiotics+in+protected+vegetable+soils+following+application+of+different+manures,Zhang 2022 supplementary dataset (Sheet7 record),Jiangsu,"Nanjing, Jiangning district, Hushu",soil,soil,2012,NA,Sulfamonomethoxine,sulfonamides,g/kg dw,1.4,NA,1000000,ng/g dw,1400000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1400 ng/g dw; if µg/kg not g/kg, mean would be 1.4 ng/g dw; if ng/g not g/kg, mean would be 1.4 ng/g dw"
65,Data_on_Antibiotics_in_China__07_Sheet7.csv,"Peng, Q. et al. Pharmaceutically active compounds (PhACs) in surface sediments of the Jiaozhou Bay, north China. Environmental Pollution 266, doi:10.1016/j.envpol.2020.115245 (2020).",https://doi.org/10.1016/j.envpol.2020.115245,Zhang 2022 supplementary dataset (Sheet7 record),Shandong,"Qingdao, Shibei district, Jiaozhou Bay",sediment,sediment,2018,winter,Roxithromycin,macrolides,g/kg dw,1.38,NA,1000000,ng/g dw,1380000,NA,high_converted;alt_unit_more_plausible,Converted concentration exceeds 1e+06 (review band); Another unit scale would place the converted value in the plausible range,"if mg/kg not g/kg, mean would be 1380 ng/g dw; if µg/kg not g/kg, mean would be 1.38 ng/g dw; if ng/g not g/kg, mean would be 1.38 ng/g dw"
