sample_type,province,location,antibiotic,group_of_antibiotic,mean_concentration,max_concentration,concentration_unit,sample_year,season,full_reference_name,place_in_article_data_extracted_from,reference_number,source_dataset
soil,Liaoning,Liaoning,Tylosin,macrolides,8.14705882352941,NA,µg/kg dw,2013.0,summer,"Hou, J. et al. Occurrence and distribution of sulfonamides, tetracyclines, quinolones,Macrolides, and nitrofurans in livestock manure and amended soils of Northern China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),178,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Chloramphenicol,other,0,NA,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Chlortetracycline,tetracyclines,71.24,391.31,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Ciprofloxacin,fluoroquinolones,105.8,651.6,µg/kg dw,2010.0,autumn,"Xie, Y.-f. et al. Spatial estimation of antibiotic residues in surface soils in a typical intensive vegetable cultivation area in China. Science of the Total Environment 430 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),188,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Ciprofloxacin,fluoroquinolones,104.4,651.6,µg/kg dw,2010.0,autumn,"Li, X.-W. et al. Investigation of residual fluoroquinolones in a soilÐvegetable system in an intensive vegetable cultivation area in Northern China. Science of the Total Environment 468-469 (2014).",Zhang 2022 supplementary dataset (Sheet7 record),207,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Ciprofloxacin,fluoroquinolones,651.6,2.4,µg/kg dw,2010.0,autumn,"Shi, W.-j., Yue, T.-x., Du, Z.-p., Wang, Z. & Li, X.-w. Surface modeling of soil antibiotics. Science of the Total Environment 543 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),91,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Doxycycline,tetracyclines,66.31,248.56,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Enrofloxacin,fluoroquinolones,18.6,166.9,µg/kg dw,2010.0,autumn,"Xie, Y.-f. et al. Spatial estimation of antibiotic residues in surface soils in a typical intensive vegetable cultivation area in China. Science of the Total Environment 430 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),188,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Enrofloxacin,fluoroquinolones,18.6,167,µg/kg dw,2010.0,autumn,"Li, X.-W. et al. Investigation of residual fluoroquinolones in a soilÐvegetable system in an intensive vegetable cultivation area in Northern China. Science of the Total Environment 468-469 (2014).",Zhang 2022 supplementary dataset (Sheet7 record),207,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Enrofloxacin,fluoroquinolones,167,0,µg/kg dw,2010.0,autumn,"Shi, W.-j., Yue, T.-x., Du, Z.-p., Wang, Z. & Li, X.-w. Surface modeling of soil antibiotics. Science of the Total Environment 543 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),91,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Erythromycin-H2O,macrolides,0.003,0.02,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Florfenicol,other,0,NA,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Norfloxacin,fluoroquinolones,55.7,288.3,µg/kg dw,2010.0,autumn,"Xie, Y.-f. et al. Spatial estimation of antibiotic residues in surface soils in a typical intensive vegetable cultivation area in China. Science of the Total Environment 430 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),188,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Norfloxacin,fluoroquinolones,27.97,373.73,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Norfloxacin,fluoroquinolones,55.7,288.3,µg/kg dw,2010.0,autumn,"Li, X.-W. et al. Investigation of residual fluoroquinolones in a soilÐvegetable system in an intensive vegetable cultivation area in Northern China. Science of the Total Environment 468-469 (2014).",Zhang 2022 supplementary dataset (Sheet7 record),207,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Norfloxacin,fluoroquinolones,288.3,0.4,µg/kg dw,2010.0,autumn,"Shi, W.-j., Yue, T.-x., Du, Z.-p., Wang, Z. & Li, X.-w. Surface modeling of soil antibiotics. Science of the Total Environment 543 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),91,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Ofloxacin,fluoroquinolones,45.08,643.34,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Oxytetracycline,tetracyclines,107.15,332.02,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Roxithromycin,macrolides,0.29,2.14,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Sulfadiazine,sulfonamides,0.75,8.43,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Sulfamethazine,sulfonamides,2.79,29.86,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Sulfamethoxazole,sulfonamides,0.17,0.5,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Tetracycline,tetracyclines,29.3,139.16,µg/kg dw,2010.0,summer,"Yin, C. Y. et al. Pollution characteristics and accumulation of antibiotics in typical protected vegetable soils. Huan Jing Ke Xue 33, 2810-2816 (2012).",Zhang 2022 supplementary dataset (Sheet7 record),189,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Chloramphenicol,other,2.6,NA,µg/kg dw,2015.0,summer,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),125,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Ciprofloxacin,fluoroquinolones,2.805,NA,µg/kg dw,2015.0,summer,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),125,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Doxycycline,tetracyclines,0.503,NA,µg/kg dw,2015.0,summer,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),125,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Enrofloxacin,fluoroquinolones,1.467,NA,µg/kg dw,2015.0,summer,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),125,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Florfenicol,other,0.302,NA,µg/kg dw,2015.0,summer,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),125,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,LevOfloxacin,fluoroquinolones,1.057,NA,µg/kg dw,2015.0,summer,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),125,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,Shandong,Norfloxacin,fluoroquinolones,1.02,NA,µg/kg dw,2015.0,summer,"Hanna, N. et al. Presence of antibiotic residues in various environmental compartments of Shandong province in eastern China: Its potential for resistance development and ecological and human risk. Environ Int 114, 131-142, doi:10.1016/j.envint.2018.02.003 (2018).",Zhang 2022 supplementary dataset (Sheet7 record),125,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,"Jinan, Jiyang District",Azithromycin,macrolides,4.6,NA,µg/kg dw,2019.0,NA,"Wang, K., Reguyal, F. & Zhuang, T. Risk assessment and investigation of landfill leachate as a source of emerging organic contaminants to the surrounding environment: a case study of the largest landfill in Jinan City, China. Environ Sci Pollut Res Int, doi:10.1007/s11356-020-10093-8 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),71,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,"Jinan, Jiyang District",Ciprofloxacin,fluoroquinolones,6.8,NA,µg/kg dw,2019.0,NA,"Wang, K., Reguyal, F. & Zhuang, T. Risk assessment and investigation of landfill leachate as a source of emerging organic contaminants to the surrounding environment: a case study of the largest landfill in Jinan City, China. Environ Sci Pollut Res Int, doi:10.1007/s11356-020-10093-8 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),71,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,"Jinan, Jiyang District",Ofloxacin,fluoroquinolones,3.3,NA,µg/kg dw,2019.0,NA,"Wang, K., Reguyal, F. & Zhuang, T. Risk assessment and investigation of landfill leachate as a source of emerging organic contaminants to the surrounding environment: a case study of the largest landfill in Jinan City, China. Environ Sci Pollut Res Int, doi:10.1007/s11356-020-10093-8 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),71,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,"Jinan, Jiyang District",Sulfadiazine,sulfonamides,0.6,NA,µg/kg dw,2019.0,NA,"Wang, K., Reguyal, F. & Zhuang, T. Risk assessment and investigation of landfill leachate as a source of emerging organic contaminants to the surrounding environment: a case study of the largest landfill in Jinan City, China. Environ Sci Pollut Res Int, doi:10.1007/s11356-020-10093-8 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),71,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shandong,"Jinan, Jiyang District",Sulfamethazine,sulfonamides,1.65,0.3,µg/kg dw,2019.0,NA,"Wang, K., Reguyal, F. & Zhuang, T. Risk assessment and investigation of landfill leachate as a source of emerging organic contaminants to the surrounding environment: a case study of the largest landfill in Jinan City, China. Environ Sci Pollut Res Int, doi:10.1007/s11356-020-10093-8 (2020).",Zhang 2022 supplementary dataset (Sheet7 record),71,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Ciprofloxacin,fluoroquinolones,9.44,286,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Difloxacin,fluoroquinolones,0.37,21.5,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Enrofloxacin,fluoroquinolones,2.35,128,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Erythromycin-H2O,macrolides,0.05,3.82,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Fleroxacin,fluoroquinolones,6.02,559,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Lomefloxacin,fluoroquinolones,2.32,93.6,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Norfloxacin,fluoroquinolones,94.6,2160,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Ofloxacin,fluoroquinolones,36.6,898,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Roxithromycin,macrolides,0.06,2.15,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Sarafloxacin,other,0.22,9.06,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Spiramycin,other,0.02,1.12,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Sulfadiazine,sulfonamides,0.28,7.12,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Sulfamethazine,sulfonamides,0.05,2.8,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Sulfamethoxazole,sulfonamides,0.57,22.9,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Sulfamonomethoxine,sulfonamides,0.01,0.21,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Sulfapyridine,other,0.01,0.7,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Shanghai,Tylosin,macrolides,0.003,0.37,µg/kg dw,2006.0,winter,"Gao, L., Shi, Y., Li, W., Liu, J. & Cai, Y. Occurrence and distribution of antibiotics in urban soil in Beijing and Shanghai, China. Environmental science and pollution research international 22 (2015).",Zhang 2022 supplementary dataset (Sheet7 record),179,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Chlortetracycline,tetracyclines,1.5,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Ciprofloxacin,fluoroquinolones,17.8,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Ciprofloxacin,sulfonamides,0.3,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Doxycycline,tetracyclines,1,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Enrofloxacin,fluoroquinolones,8.6,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Norfloxacin,fluoroquinolones,22.4,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Ofloxacin,fluoroquinolones,13.7,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Oxytetracycline,tetracyclines,13.4,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Roxithromycin,macrolides,1.1,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Sulfachloropyridazine,sulfonamides,3,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Sulfadiazine,sulfonamides,0.7,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Sulfadimethoxine,sulfonamides,0.6,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Sulfamethazine,sulfonamides,0.8,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Sulfamethoxazole,sulfonamides,0.5,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Sulfamonomethoxine,sulfonamides,0.9,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Sulfamonomethoxine,sulfonamides,0.8,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,"Shanghai, Qingpu district",Tetracycline,tetracyclines,1.2,NA,µg/kg dw,2012.0,NA,"Haibo, Z. et al. Residues and risks of veterinary antibiotics in protected vegetable soils following application of different manures. Chemosphere 152 (2016).",Zhang 2022 supplementary dataset (Sheet7 record),86,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Yangtze River Delta,Ciprofloxacin,fluoroquinolones,27.7,1030,µg/kg dw,2014.0,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Yangtze River Delta,Doxycycline,tetracyclines,13.9,105,µg/kg dw,2014.0,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Yangtze River Delta,Enrofloxacin,fluoroquinolones,3.98,237,µg/kg dw,2014.0,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv
soil,Shanghai,Yangtze River Delta,Norfloxacin,fluoroquinolones,11.2,505,µg/kg dw,2014.0,summer,"Sun, J., Zeng, Q., Tsang, D. C. W., Zhu, L. Z. & Li, X. D. Antibiotics in the agricultural soils from the Yangtze River Delta, China. Chemosphere 189 (2017).",Zhang 2022 supplementary dataset (Sheet7 record),108,Data_on_Antibiotics_in_China__07_Sheet7.csv
