province,group_of_antibiotic,matrix,n_rows,n_rows_mean_based,n_rows_max_based,median_log10_primary_concentration,median_log10_mean_concentration,median_log10_max_concentration,median_primary_concentration_raw,concentration_unit_mode,sample_year_min,sample_year_max
Hunan,beta-lactams,wastewater effluent,1,1,0,1.8715729355458788,1.8715729355458788,,74.4,ng/L,2022.0,2022.0
Hunan,beta-lactams,wastewater influent,1,1,0,2.230448921378274,2.230448921378274,,170.0,ng/L,2022.0,2022.0
Hunan,fluoroquinolones,sediment,24,20,23,6.479269996989789,6.382871520710522,7.117271295655764,3080000.0,ng/g dw,2016.0,2017.0
Hunan,fluoroquinolones,sludge,5,5,5,8.079181246047625,8.079181246047625,8.255272505103306,120000000.0,ng/g dw,2017.0,2017.0
Hunan,fluoroquinolones,surface water,4,4,3,0.8480051066738432,0.8480051066738432,1.0565237240791003,7.875,ng/L,2016.0,2022.0
Hunan,fluoroquinolones,wastewater effluent,1,1,0,1.4927603890268375,1.4927603890268375,,31.1,ng/L,2022.0,2022.0
Hunan,fluoroquinolones,wastewater influent,1,1,0,1.8887409606828927,1.8887409606828927,,77.4,ng/L,2022.0,2022.0
Hunan,macrolides,sediment,22,17,22,5.777909841530596,5.6127838567197355,6.559594941030584,600000.0,ng/g dw,2016.0,2017.0
Hunan,macrolides,sludge,4,4,4,7.609136426785724,7.609136426785724,7.8526324311587015,43000000.0,ng/g dw,2017.0,2017.0
Hunan,macrolides,surface water,1,0,1,1.167317334748176,,1.167317334748176,14.7,ng/L,2022.0,2022.0
Hunan,macrolides,wastewater effluent,2,2,0,1.438108920295821,1.438108920295821,,28.8,ng/L,2022.0,2022.0
Hunan,macrolides,wastewater influent,2,2,0,1.766606314925628,1.766606314925628,,59.1,ng/L,2022.0,2022.0
Hunan,multiple classes,surface water,4,2,4,1.808717209300109,1.808717209300109,1.9472167417912685,66.25,ng/L,2022.0,2022.0
Hunan,multiple classes,wastewater effluent,1,0,1,2.6138418218760693,,2.6138418218760693,411.0,ng/L,2022.0,2022.0
Hunan,multiple classes,wastewater influent,1,0,1,3.010723865391773,,3.010723865391773,1025.0,ng/L,2022.0,2022.0
Hunan,other,sediment,10,7,10,5.321726338243094,5.301029995663981,5.656722685213207,210000.0,ng/g dw,2016.0,2017.0
Hunan,sulfonamides,sediment,23,18,20,5.146128035678238,4.903089986991944,6.16052981460334,140000.0,ng/g dw,2016.0,2017.0
Hunan,sulfonamides,sludge,1,1,1,6.414973347970818,6.414973347970818,7.278753600952829,2600000.0,ng/g dw,2017.0,2017.0
Hunan,sulfonamides,surface water,1,1,1,1.5332635167787148,1.5332635167787148,1.7873187566245474,34.14,ng/L,2016.0,2016.0
Hunan,sulfonamides,wastewater effluent,1,1,0,1.2810333672477277,1.2810333672477277,,19.1,ng/L,2022.0,2022.0
Hunan,sulfonamides,wastewater influent,1,1,0,1.6972293427597176,1.6972293427597176,,49.8,ng/L,2022.0,2022.0
Hunan,tetracyclines,sediment,23,23,21,6.767155866082181,6.767155866082181,7.498310553789601,5850000.0,ng/g dw,2016.0,2017.0
Hunan,tetracyclines,sludge,3,3,3,8.361727836017593,8.361727836017593,8.681241237375588,230000000.0,ng/g dw,2017.0,2017.0
Hunan,tetracyclines,surface water,3,3,3,7.903089986991944,7.903089986991944,7.903089986991944,80000000.0,ng/L,2016.0,2016.0
Inner Mongolia,tetracyclines,sludge,1,1,1,5.440030951503463,5.440030951503463,6.005605158128044,275442.5,ng/g,2021.0,2021.0
Jiangsu,amphenicols,wastewater effluent,1,1,0,2.0103423661395676,2.0103423661395676,,102.41,ng/L,2021.0,2021.0
Jiangsu,beta-lactams,sediment,10,10,4,1.0078659241883154,1.0078659241883154,7.660309901837061,13.73,ng/g dw,2012.0,2017.0
Jiangsu,fluoroquinolones,sediment,99,99,62,6.190331698170292,6.190331698170292,7.184607928705072,1550000.0,ng/g dw,2010.0,2021.0
Jiangsu,fluoroquinolones,sludge,7,7,7,9.301832698184397,9.301832698184397,9.563647177202556,2003700000.0,ng/g dw,2013.0,2015.0
Jiangsu,fluoroquinolones,soil,44,43,16,6.881564188399569,6.924279286061882,7.559627944638969,7650000.0,ng/g dw,2009.0,2022.0
Jiangsu,fluoroquinolones,surface water,5,2,5,2.9731278535996988,2.6128002695114563,2.9731278535996988,940.0,ng/L,2016.0,2022.0
Jiangsu,fluoroquinolones,wastewater effluent,3,3,0,1.9765792186401099,1.9765792186401099,,94.75,ng/L,2021.0,2021.0
Jiangsu,macrolides,sediment,53,52,33,5.5356421758189995,5.539855110084638,6.914343157119441,343275.0,ng/g dw,2010.0,2022.0
Jiangsu,macrolides,sludge,8,8,8,6.758333779549521,6.758333779549521,7.666047464223039,5750000.0,ng/g dw,2013.0,2017.0
Jiangsu,macrolides,soil,13,13,5,5.681241237375588,5.681241237375588,6.390935107103379,480000.0,ng/g dw,2012.0,2022.0
Jiangsu,macrolides,surface water,2,2,2,1.922092313715754,1.922092313715754,2.778317623718655,102.655,ng/L,2022.0,2022.0
Jiangsu,macrolides,wastewater effluent,8,8,5,6.166320205193731,6.166320205193731,6.57978359661681,1645000.0,ng/L,2014.0,2021.0
Jiangsu,macrolides,wastewater influent,12,12,7,7.180831579544394,7.180831579544394,7.6180480967120925,16022500.0,ng/L,2014.0,2023.0
Jiangsu,multiple classes,sediment,1,0,1,2.8182258936139557,,2.8182258936139557,658.0,ng/g dw,2022.0,2022.0
Jiangsu,multiple classes,soil,1,1,1,1.7354392032514814,1.7354392032514814,2.838584657086384,54.38,ng/g dw,2022.0,2022.0
Jiangsu,multiple classes,surface water,4,0,4,3.2990931422194425,,3.2990931422194425,2054.825,ng/L,2022.0,2022.0
Jiangsu,multiple classes,wastewater effluent,2,2,0,2.5721661232994197,2.5721661232994197,,376.365,ng/L,2021.0,2021.0
Jiangsu,other,sediment,10,10,7,5.826606256887672,5.826606256887672,7.096910013008056,725000.0,ng/g dw,2013.0,2019.0
Jiangsu,other,sludge,2,0,2,3.838279098731569,,3.838279098731569,6890.95,ng/g dw,2019.0,2019.0
Jiangsu,other,soil,3,3,3,4.778151250383644,4.778151250383644,5.857332496431268,60000.0,ng/g dw,2009.0,2016.0
Jiangsu,sulfonamides,sediment,133,133,63,5.113943352306837,5.113943352306837,6.491361693834273,130000.0,ng/g dw,2010.0,2019.0
Jiangsu,sulfonamides,sludge,7,7,7,6.690196080028514,6.690196080028514,7.214843848047698,4900000.0,ng/g dw,2015.0,2015.0
Jiangsu,sulfonamides,soil,78,76,21,5.9225490200071285,5.877174167855509,6.394451680826216,837500.0,ng/g dw,2009.0,2022.0
Jiangsu,sulfonamides,surface water,2,2,2,1.357449792951893,1.357449792951893,1.9111100042324418,63.99,ng/L,2021.0,2022.0
Jiangsu,sulfonamides,wastewater effluent,3,3,0,1.7309436934277358,1.7309436934277358,,53.82,ng/L,2021.0,2021.0
Jiangsu,tetracyclines,sediment,95,95,55,6.096562299177231,6.096562299177231,6.784617292632875,1250000.0,ng/g dw,2010.0,2019.0
Jiangsu,tetracyclines,sludge,5,5,5,7.133538908370218,7.133538908370218,8.441852175773292,13600000.0,ng/g dw,2015.0,2015.0
Jiangsu,tetracyclines,soil,66,66,17,7.096910013008056,7.096910013008056,8.294466226161592,12500000.0,ng/g dw,2009.0,2022.0
Jiangsu,tetracyclines,surface water,2,2,2,1.95967961267691,1.95967961267691,2.6245187903445304,92.425,ng/L,2022.0,2022.0
Jiangxi,beta-lactams,sediment,8,8,8,6.8908058912465755,6.8908058912465755,7.400670978798333,8700000.0,ng/g dw,2015.0,2015.0
Jiangxi,fluoroquinolones,sediment,15,15,11,6.838849090737256,6.838849090737256,7.437750562820388,6900000.0,ng/g dw,2015.0,2018.0
Jiangxi,fluoroquinolones,soil,4,4,0,6.843025031391392,6.843025031391392,,6966666.666666671,ng/g dw,,
Jiangxi,fluoroquinolones,surface water,6,6,6,0.4265082153299279,0.4265082153299279,0.9654225773245966,2.67,ng/L,2021.0,2021.0
Jiangxi,fluoroquinolones,wastewater effluent,4,4,4,1.9162658977952822,1.9162658977952822,2.4496910012571984,82.48,ng/L,2021.0,2021.0
Jiangxi,macrolides,sediment,9,9,7,5.778151250383644,5.778151250383644,6.866287339084195,600000.0,ng/g dw,2015.0,2018.0
Jiangxi,macrolides,soil,2,2,0,,,,,ng/g dw,,
Jiangxi,macrolides,surface water,6,6,6,0.8105824264112491,0.8105824264112491,1.3075632125378331,7.17,ng/L,2021.0,2021.0
Jiangxi,macrolides,wastewater effluent,1,1,1,1.5169318088680128,1.5169318088680128,1.72900270927219,32.88,ng/L,2021.0,2021.0
Jiangxi,other,sediment,5,5,5,6.146128035678238,6.146128035678238,7.096910013008056,1400000.0,ng/g dw,2015.0,2016.0
Jiangxi,other,surface water,1,1,1,0.2355284469075489,0.2355284469075489,0.8382192219076258,1.72,ng/L,2021.0,2021.0
Jiangxi,sulfonamides,sediment,19,19,15,5.342422680822207,5.342422680822207,6.819543935541868,220000.0,ng/g dw,2015.0,2018.0
Jiangxi,sulfonamides,soil,9,9,0,6.681241237375588,6.681241237375588,,4800000.0,ng/g dw,,
Jiangxi,sulfonamides,surface water,5,5,5,0.9628426812012424,0.9628426812012424,1.2866809693549301,9.18,ng/L,2021.0,2021.0
Jiangxi,sulfonamides,wastewater effluent,2,2,2,1.5768679611216945,1.5768679611216945,2.0112349713423185,37.995000000000005,ng/L,2021.0,2021.0
Jiangxi,tetracyclines,sediment,29,29,13,6.113943352306837,6.113943352306837,7.486572150518357,1300000.0,ng/g dw,2009.0,2018.0
Jiangxi,tetracyclines,soil,26,26,11,6.096896115139899,6.096896115139899,7.1476763242410986,1350000.0,ng/g dw,2014.0,2014.0
Jiangxi,tetracyclines,surface water,4,4,4,0.9026181974698284,0.9026181974698284,1.4494714661271608,8.059999999999999,ng/L,2021.0,2021.0
