sample_type,matrix,province,location,season,lon,lat,sample_year,antibiotic,antibiotic_class,mean_concentration,max_concentration,concentration_unit,reference_number
soil,soil,Guangdong,Guangdong Pearl river Delta,NA,113.825175606403,23.0857406612354,NA,Tetracycline,Tetracyclines,44.1,74.4,ng/g,22
soil,soil,Guangdong,Guangdong Shenzhen,7,114.057868,22.543099,2013,Chloramphenicol,Phenicols,11.4,NA,ng/g,209
soil,soil,Guangdong,Guangdong Shenzhen,7,114.057868,22.543099,2013,Erythromycin,Macrolides,3.7,NA,ng/g,209
soil,soil,Guangdong,Guangdong Shenzhen,7,114.057868,22.543099,2013,Norfloxacin,Fluoroquinolones,34.4,NA,ng/g,209
soil,soil,Guangdong,Guangdong Shenzhen,7,114.057868,22.543099,2013,Sulfadimidine,Sulfonamides,2.2,NA,ng/g,209
soil,soil,Guangdong,Guangdong Shenzhen,7,114.057868,22.543099,2013,Tetracycline,Tetracyclines,18.2,NA,ng/g,209
soil,soil,Guangdong,Guangdong Zhongshan,7,113.392782,22.517645,2013,Chloramphenicol,Phenicols,6.6,NA,ng/g,209
soil,soil,Guangdong,Guangdong Zhongshan,7,113.392782,22.517645,2013,Erythromycin,Macrolides,3.6,NA,ng/g,209
soil,soil,Guangdong,Guangdong Zhongshan,7,113.392782,22.517645,2013,Norfloxacin,Fluoroquinolones,28.5,NA,ng/g,209
soil,soil,Guangdong,Guangdong Zhongshan,7,113.392782,22.517645,2013,Sulfadimidine,Sulfonamides,2.8,NA,ng/g,209
soil,soil,Guangdong,Guangdong Zhongshan,7,113.392782,22.517645,2013,Tetracycline,Tetracyclines,15.8,NA,ng/g,209
soil,soil,Guangdong,Guangdong the East river catchment,11,113.866667,23.116667,2009,Azithromycin,Macrolides,0.004,0.07,ng/g,106
soil,soil,Guangdong,Guangdong the East river catchment,11,113.866667,23.116667,2009,Erythromycin-H2O,Macrolides,0.25,0.61,ng/g,106
soil,soil,Guangdong,Guangdong the East river catchment,11,113.866667,23.116667,2009,Roxithromycin,Macrolides,0.08,0.19,ng/g,106
soil,soil,Guangdong,Guangdong the East river catchment,11,113.866667,23.116667,2009,Sulfadiazine,Sulfonamides,0.08,1.3,ng/g,106
soil,soil,Guangdong,Guangdong the East river catchment,11,113.866667,23.116667,2009,Sulfadimethoxypyrimidine,Sulfonamides,0.37,1.92,ng/g,106
soil,soil,Guangdong,Guangdong the East river catchment,11,113.866667,23.116667,2009,Sulfamethoxazole,Sulfonamides,0.2,1.22,ng/g,106
soil,soil,Guangdong,Guangdong the East river catchment,11,113.866667,23.116667,2009,Trimethoprim,Diaminopyrimidines,0.48,1.3,ng/g,106
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,12,108.336219,22.912972,2010,Difloxacin,Fluoroquinolones,4.01,NA,ng/g,200
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Chlortetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Doxycycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Enrofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Erythromycin,Macrolides,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Norfloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Ofloxacin,Fluoroquinolones,1.29,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Oxytetracycline,Tetracyclines,1.55,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Sulfadiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Sulfadimidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Sulfaguanidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Sulfamethoxazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Sulfamethoxydiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Sulfamonomethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Tetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Nanning Xixiangtang district,NA,108.33,22.84,NA,Tylosin,Macrolides,0,NA,ng/g,83
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.140067,21.905961,2010,Chlortetracycline,Tetracyclines,33.3,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Chlortetracycline,Tetracyclines,667,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Chlortetracycline,Tetracyclines,12900,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Ciprofloxacin,Fluoroquinolones,5.37,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Ciprofloxacin,Fluoroquinolones,14,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Doxycycline,Tetracyclines,18.8,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Doxycycline,Tetracyclines,499,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.140067,21.905961,2010,Enrofloxacin,Fluoroquinolones,6.22,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Enrofloxacin,Fluoroquinolones,6.83,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Enrofloxacin,Fluoroquinolones,95.8,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Lincomycin,Lincosamides,92.3,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.140067,21.905961,2010,Norfloxacin,Fluoroquinolones,9.35,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Norfloxacin,Fluoroquinolones,15.4,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Norfloxacin,Fluoroquinolones,17.9,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.140067,21.905961,2010,Ofloxacin,Fluoroquinolones,1.85,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Ofloxacin,Fluoroquinolones,108,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Ofloxacin,Fluoroquinolones,113,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.140067,21.905961,2010,Oxytetracycline,Tetracyclines,8.59,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Oxytetracycline,Tetracyclines,52.3,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Oxytetracycline,Tetracyclines,1410,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Pefloxacin,Fluoroquinolones,9.9,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Pefloxacin,Fluoroquinolones,31,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Sulfachloropyridazine,Sulfonamides,5.11,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Sulfadiazine,Sulfonamides,4.95,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Sulfadimidine,Sulfonamides,3.69,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Sulfamonomethoxine,Sulfonamides,5.37,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Sulfaquinoxaline,Sulfonamides,2.02,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.140067,21.905961,2010,Tetracycline,Tetracyclines,3.09,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,110.102886,21.910214,2010,Tetracycline,Tetracyclines,37.3,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Tetracycline,Tetracyclines,1010,NA,ng/g,200
soil,soil,Guangxi,Guangxi Yulin Bobai County,12,109.986967,22.201289,2010,Trimethoprim,Diaminopyrimidines,3.2,NA,ng/g,200
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Chlortetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Doxycycline,Tetracyclines,23.2,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Enrofloxacin,Fluoroquinolones,3.25,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Erythromycin,Macrolides,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Norfloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Ofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Oxytetracycline,Tetracyclines,152,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Sulfadiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Sulfadimidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Sulfaguanidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Sulfamethoxazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Sulfamethoxydiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Sulfamonomethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Tetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Guizhou,Guizhou Qiandongnan Miao and Dong Autonomous Prefecture Kaili,NA,107.97,26.58,NA,Tylosin,Macrolides,0,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Chlortetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Ciprofloxacin,Fluoroquinolones,20.7,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Doxycycline,Tetracyclines,4447.5,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Enrofloxacin,Fluoroquinolones,64.1,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Erythromycin,Macrolides,0.2,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Norfloxacin,Fluoroquinolones,0.6,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Ofloxacin,Fluoroquinolones,1.8,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Oxytetracycline,Tetracyclines,7580,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Sulfadiazine,Sulfonamides,4.73,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Sulfadimidine,Sulfonamides,0.67,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Sulfaguanidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Sulfamethoxazole,Sulfonamides,0.07,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Sulfamethoxydiazine,Sulfonamides,0.73,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Sulfamonomethoxine,Sulfonamides,0.73,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Tetracycline,Tetracyclines,83.8,NA,ng/g,83
soil,soil,Hainan,Hainan Haikou Longhua district,NA,110.32,20.03,NA,Tylosin,Macrolides,0.4,NA,ng/g,83
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Azithromycin,Macrolides,11.34,83.04,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Chlortetracycline,Tetracyclines,21.46,222,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Ciprofloxacin,Fluoroquinolones,5.97,140,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Danofloxacin,Fluoroquinolones,0.22,0.92,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Doxycycline,Tetracyclines,12.5,94.1,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Enrofloxacin,Fluoroquinolones,6.54,141,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Florfenicol,Phenicols,0.06,0.72,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Oxytetracycline,Tetracyclines,37.1,415,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Sarafloxacin,Fluoroquinolones,0.06,0.7,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Sulfadiazine,Sulfonamides,0.01,0.67,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Sulfadimidine,Sulfonamides,0.11,2.48,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Sulfamethoxazole,Sulfonamides,0.56,9.29,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Sulfamonomethoxine,Sulfonamides,0.71,1.78,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Sulfaquinoxaline,Sulfonamides,1.22,15.39,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Tetracycline,Tetracyclines,11.69,60.44,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Tilmicosin,Macrolides,0.42,3.1,ng/g,147
soil,soil,Hebei,Hebei,8,116.6666667,39.33333,2016,Tylosin,Macrolides,0.48,2.46,ng/g,147
soil,soil,Hebei,Hebei Baoding Lianchi district Dongjinzhuang Township,7,115.55,38.87,2008,Oxytetracycline,Tetracyclines,4.37,NA,ng/g,13
soil,soil,Hebei,Hebei Baoding Lianchi district Dongjinzhuang Township,7,115.55,38.87,2008,Tetracycline,Tetracyclines,2.75,NA,ng/g,13
soil,soil,Hebei,Hebei Baoding Lianchi district Dongjinzhuang Township,7,115.55,38.87,2008,Trimethoprim,Diaminopyrimidines,0.43,NA,ng/g,13
soil,soil,Hebei,Hebei Cangzhou Botou Siying Township,7,116.2,38.02,2008,Oxytetracycline,Tetracyclines,4.87,NA,ng/g,13
soil,soil,Hebei,Hebei Cangzhou Botou Siying Township,7,116.2,38.02,2008,Tetracycline,Tetracyclines,0,NA,ng/g,13
soil,soil,Hebei,Hebei Cangzhou Botou Siying Township,7,116.2,38.02,2008,Trimethoprim,Diaminopyrimidines,0,NA,ng/g,13
soil,soil,Hebei,Hebei Shijiazhuang Luancheng district Douyu town,7,114.53,37.9,2008,Oxytetracycline,Tetracyclines,74.72,NA,ng/g,13
soil,soil,Hebei,Hebei Shijiazhuang Luancheng district Douyu town,7,114.53,37.9,2008,Tetracycline,Tetracyclines,12.88,NA,ng/g,13
soil,soil,Hebei,Hebei Shijiazhuang Luancheng district Douyu town,7,114.53,37.9,2008,Trimethoprim,Diaminopyrimidines,0,NA,ng/g,13
soil,soil,Heilongjiang,Heilongjiang Harbin,1,126.31725,45.37,2015,Chlortetracycline,Tetracyclines,32.56,NA,ng/g,137
soil,soil,Heilongjiang,Heilongjiang Harbin,1,126.31725,45.37,2015,Doxycycline,Tetracyclines,87.53,NA,ng/g,137
soil,soil,Heilongjiang,Heilongjiang Harbin,1,126.31725,45.37,2015,Oxytetracycline,Tetracyclines,18.27,NA,ng/g,137
soil,soil,Heilongjiang,Heilongjiang Harbin,1,126.31725,45.37,2015,Tetracycline,Tetracyclines,43.38,NA,ng/g,137
soil,soil,Henan,Henan,8,113.5,33.5,2016,Azithromycin,Macrolides,11.34,83.04,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Chlortetracycline,Tetracyclines,21.46,222,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Ciprofloxacin,Fluoroquinolones,5.97,140,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Danofloxacin,Fluoroquinolones,0.22,0.92,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Doxycycline,Tetracyclines,12.5,94.1,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Enrofloxacin,Fluoroquinolones,6.54,141,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Florfenicol,Phenicols,0.06,0.72,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Oxytetracycline,Tetracyclines,37.1,415,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Sarafloxacin,Fluoroquinolones,0.06,0.7,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Sulfadiazine,Sulfonamides,0.01,0.67,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Sulfadimidine,Sulfonamides,0.11,2.48,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Sulfamethoxazole,Sulfonamides,0.56,9.29,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Sulfamonomethoxine,Sulfonamides,0.71,1.78,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Sulfaquinoxaline,Sulfonamides,1.22,15.39,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Tetracycline,Tetracyclines,11.69,60.44,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Tilmicosin,Macrolides,0.42,3.1,ng/g,147
soil,soil,Henan,Henan,8,113.5,33.5,2016,Tylosin,Macrolides,0.48,2.46,ng/g,147
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Chlortetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Doxycycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Enrofloxacin,Fluoroquinolones,318,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Erythromycin,Macrolides,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Norfloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Ofloxacin,Fluoroquinolones,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Oxytetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Sulfadiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Sulfadimethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Sulfadimidine,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Sulfaguanidine,Sulfonamides,399,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Sulfamethoxazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Sulfamethoxydiazine,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Sulfamonomethoxine,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Sulfathiazole,Sulfonamides,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Tetracycline,Tetracyclines,0,NA,ng/g,83
soil,soil,Henan,Henan Luoyang Laocheng district,NA,112.44,34.7,NA,Tylosin,Macrolides,3170,NA,ng/g,83
soil,soil,Henan,Henan Xinxiang,9,113.9268,35.303004,2014,Ciprofloxacin,Fluoroquinolones,11.02,93.97000000000001,ng/g,87
soil,soil,Henan,Henan Xinxiang,9,113.9268,35.303004,2014,Sulfadiazine,Sulfonamides,54.17,104.63,ng/g,87
soil,soil,Henan,Henan Xinxiang,9,113.9268,35.303004,2014,Sulfadimidine,Sulfonamides,5.54,22.57,ng/g,87
soil,soil,Henan,Henan Xinxiang,9,113.9268,35.303004,2016,Sulfadiazine,Sulfonamides,54.17,104.63,ng/g,53
soil,soil,Henan,Henan Xinxiang,9,113.9268,35.303004,2016,Sulfadimidine,Sulfonamides,5.54,22.57,ng/g,53
soil,soil,Henan,Henan Xinxiang,9,113.9268,35.303004,2016,Sulfamonomethoxine,Sulfonamides,11.02,93.97000000000001,ng/g,53
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Chlortetracycline,Tetracyclines,20.47,127.28,ng/g,149
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Doxycycline,Tetracyclines,0.3,2.45,ng/g,149
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Enrofloxacin,Fluoroquinolones,43.25,145.13,ng/g,149
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Norfloxacin,Fluoroquinolones,3.85,19.83,ng/g,149
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Ofloxacin,Fluoroquinolones,28.83,74.76,ng/g,149
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Oxytetracycline,Tetracyclines,6.64,22.14,ng/g,149
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Sulfadiazine,Sulfonamides,4.09,24.52,ng/g,149
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Sulfadimidine,Sulfonamides,2.9,7.37,ng/g,149
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Sulfadimidine,Sulfonamides,37.86,198.44,ng/g,149
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Sulfameter,Sulfonamides,38.98,192.34,ng/g,149
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Tetracycline,Tetracyclines,25.87,81.81,ng/g,149
soil,soil,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Trimethoprim,Diaminopyrimidines,15.33,38.99,ng/g,149
soil,soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Azithromycin,Macrolides,0.8,1.1,ng/g,109
soil,soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Chlortetracycline,Tetracyclines,11.6,28.9,ng/g,109
soil,soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Ciprofloxacin,Fluoroquinolones,22.8,39.3,ng/g,109
soil,soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Clarithromycin,Macrolides,0.7,1,ng/g,109
soil,soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Doxycycline,Tetracyclines,18.2,70.8,ng/g,109
soil,soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Enrofloxacin,Fluoroquinolones,17.6,33.7,ng/g,109
soil,soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Erythromycin,Macrolides,6.6,20.8,ng/g,109
soil,soil,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Lomefloxacin,Fluoroquinolones,7.4,15.5,ng/g,109
