sample_type,matrix,province,location,season,lon,lat,sample_year,antibiotic,antibiotic_class,mean_concentration,max_concentration,concentration_unit,reference_number
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,34
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Dehydroerythromycin,Macrolides,2.195,4.34,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Doxycycline,Tetracyclines,0.69,1.38,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Erythromycin,Macrolides,0.405,0.81,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Lincomycin,Lincosamides,0.21,0.42,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Norfloxacin,Fluoroquinolones,0,NA,ng/g,34
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Ofloxacin,Fluoroquinolones,0.27,0.54,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Oxytetracycline,Tetracyclines,6.05,12.1,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Penicillin G,Beta-lactams,2.185,4.37,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Penicillin V,Beta-lactams,0.245,0.49,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Sulfadiazine,Sulfonamides,0.015,0.03,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Sulfadimidine,Sulfonamides,0.055,0.11,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Sulfamethoxazole,Sulfonamides,0.255,0.51,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Sulfamonomethoxine,Sulfonamides,0.08,0.16,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Sulfaquinoxaline,Sulfonamides,0.005,0.01,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Tetracycline,Tetracyclines,1.97,3.94,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Trimethoprim,Diaminopyrimidines,4.47,8.94,ng/g,142
sediment,sediment,Hubei,Hubei Shiyan Danjiangkou Danjiangkou reservoir,NA,111.126934,32.711372,2016,Tylosin,Macrolides,0.26,0.52,ng/g,142
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Chlortetracycline,Tetracyclines,190.9,3.6,ng/g,149
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Doxycycline,Tetracyclines,10.4,NA,ng/g,149
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Enrofloxacin,Fluoroquinolones,553.6,14.18,ng/g,149
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Norfloxacin,Fluoroquinolones,40.1,NA,ng/g,149
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Ofloxacin,Fluoroquinolones,291.9,3.92,ng/g,149
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Oxytetracycline,Tetracyclines,54.1,1.63,ng/g,149
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Sulfadiazine,Sulfonamides,91.2,1.16,ng/g,149
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Sulfadimidine,Sulfonamides,39.1,2.13,ng/g,149
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Sulfadimidine,Sulfonamides,323.8,6.16,ng/g,149
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Sulfathiazole,Sulfonamides,467.1,10.75,ng/g,149
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Tetracycline,Tetracyclines,412.9,8.83,ng/g,149
sediment,sediment,Hubei,Hubei Three Gorges reservoir,8,111,31,2015,Trimethoprim,Diaminopyrimidines,152.3,4,ng/g,149
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Azithromycin,Macrolides,1,2.2,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Chlortetracycline,Tetracyclines,10.2,82.1,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Ciprofloxacin,Fluoroquinolones,17.7,97.1,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Clarithromycin,Macrolides,0.9,2.2,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Doxycycline,Tetracyclines,14.8,70.8,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Enrofloxacin,Fluoroquinolones,16.9,52.6,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Erythromycin,Macrolides,8.8,33.3,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Lomefloxacin,Fluoroquinolones,8.4,51.1,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Norfloxacin,Fluoroquinolones,47.6,305.3,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Oxytetracycline,Tetracyclines,19,35.5,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Roxithromycin,Macrolides,2,8.4,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Sulfadiazine,Sulfonamides,1.5,3.7,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Sulfamerazine,Sulfonamides,1.6,1.6,ng/g,109
sediment,sediment,Hubei,Hubei Xiantao Shahu County,5,113.672041,30.168611,2014,Sulfamethoxazole,Sulfonamides,2.7,5.8,ng/g,109
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Azithromycin,Macrolides,0.04,0.4,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Chloramphenicol,Phenicols,0.01,0.03,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Chlortetracycline,Tetracyclines,0.73,3.86,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Ciprofloxacin,Fluoroquinolones,8.17,277.8,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Clarithromycin,Macrolides,0.08,0.65,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Doxycycline,Tetracyclines,0.44,3.89,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Enrofloxacin,Fluoroquinolones,0.35,1.99,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Erythromycin,Macrolides,0.21,1.39,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Florfenicol,Phenicols,0.01,0.05,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Norfloxacin,Fluoroquinolones,2.3,19.3,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Ofloxacin,Fluoroquinolones,3.28,32.08,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Oxytetracycline,Tetracyclines,0.42,10.41,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Roxithromycin,Macrolides,0.09,1.04,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Sulfadiazine,Sulfonamides,0.07,1.54,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Sulfadimidine,Sulfonamides,0.07,1.45,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Sulfamonomethoxine,Sulfonamides,0.05,0.17,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Tetracycline,Tetracyclines,0.77,7.31,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Thiamphenicol,Phenicols,0.02,0.66,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hubei,Wuhan section of the Yangtze river,"normal, dry, wet seasons",NA,NA,2020,Trimethoprim,Diaminopyrimidines,0.06,0.87,ng/g,NEW_HUBEI_CHEN_2023
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Azithromycin,Macrolides,NA,2.03,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Chloramphenicol,Phenicols,NA,0.19,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Chlortetracycline,Tetracyclines,46,560,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Ciprofloxacin,Fluoroquinolones,2.45,12.8,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Clarithromycin,Macrolides,0.58,2.34,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Dehydroerythromycin,Macrolides,0.41,2.08,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Doxycycline,Tetracyclines,5.85,36.8,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Enrofloxacin,Fluoroquinolones,2.38,13.1,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Florfenicol,Phenicols,0.89,8.84,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Flumequine,Fluoroquinolones,NA,1.04,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Norfloxacin,Fluoroquinolones,9.61,105,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Ofloxacin,Fluoroquinolones,27.5,358,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Oxytetracycline,Tetracyclines,74.1,820,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Roxithromycin,Macrolides,NA,4.31,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Tetracycline,Tetracyclines,16.7,248,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,11,112.92935,28.2795,2017,Trimethoprim,Diaminopyrimidines,NA,1.36,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Azithromycin,Macrolides,2.18,9.76,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Chloramphenicol,Phenicols,NA,0.42,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Chlortetracycline,Tetracyclines,27.8,238,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Ciprofloxacin,Fluoroquinolones,3.94,12.7,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Clarithromycin,Macrolides,2.22,10.1,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Dehydroerythromycin,Macrolides,0.96,3.87,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Doxycycline,Tetracyclines,2.15,32.7,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Enrofloxacin,Fluoroquinolones,4.48,17.3,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Florfenicol,Phenicols,0.2,0.49,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Norfloxacin,Fluoroquinolones,15.5,88.2,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Ofloxacin,Fluoroquinolones,27.7,93,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Oxytetracycline,Tetracyclines,89.2,1827,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Pefloxacin,Fluoroquinolones,NA,3.71,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Roxithromycin,Macrolides,2.68,10.2,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Sulfadimidine,Sulfonamides,NA,0.9900000000000002,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Tetracycline,Tetracyclines,5,29.4,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,4,112.92935,28.2795,2017,Trimethoprim,Diaminopyrimidines,NA,2.93,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Azithromycin,Macrolides,NA,1.5,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Chloramphenicol,Phenicols,NA,0.5,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Chlortetracycline,Tetracyclines,13.28,105,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Ciprofloxacin,Fluoroquinolones,NA,6.04,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Clarithromycin,Macrolides,NA,2.35,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Dehydroerythromycin,Macrolides,0.62,5.25,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Doxycycline,Tetracyclines,1.64,7.67,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Enrofloxacin,Fluoroquinolones,NA,5.76,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Florfenicol,Phenicols,0.22,2.38,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Norfloxacin,Fluoroquinolones,5.19,26,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Ofloxacin,Fluoroquinolones,11.7,88.8,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Oxytetracycline,Tetracyclines,17.74,98.4,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Roxithromycin,Macrolides,NA,3.4,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Sulfadimidine,Sulfonamides,NA,0.5,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Tetracycline,Tetracyclines,3.2,13.8,ng/g,49
sediment,sediment,Hunan,Hunan Xiangjiang river,8,112.92935,28.2795,2017,Trimethoprim,Diaminopyrimidines,NA,1.1,ng/g,49
sediment,sediment,Hunan,Hunan Yueyang East Dongting Lake,NA,112.983333,29.325,NA,Chlortetracycline,Tetracyclines,15.87,NA,ng/g,94
sediment,sediment,Hunan,Hunan Yueyang East Dongting Lake,NA,112.983333,29.325,NA,Doxycycline,Tetracyclines,43.84,7.48,ng/g,94
sediment,sediment,Hunan,Hunan Yueyang East Dongting Lake,NA,112.983333,29.325,NA,Oxytetracycline,Tetracyclines,18.4,0.26,ng/g,94
sediment,sediment,Hunan,Hunan Yueyang East Dongting Lake,NA,112.983333,29.325,NA,Sulfadiazine,Sulfonamides,8.65,1.54,ng/g,94
sediment,sediment,Hunan,Hunan Yueyang East Dongting Lake,NA,112.983333,29.325,NA,Sulfadimidine,Sulfonamides,6.24,NA,ng/g,94
sediment,sediment,Hunan,Hunan Yueyang East Dongting Lake,NA,112.983333,29.325,NA,Sulfameter,Sulfonamides,32.27,NA,ng/g,94
sediment,sediment,Hunan,Hunan Yueyang East Dongting Lake,NA,112.983333,29.325,NA,Sulfamethoxazole,Sulfonamides,30.57,NA,ng/g,94
sediment,sediment,Hunan,Hunan Yueyang East Dongting Lake,NA,112.983333,29.325,NA,Tetracycline,Tetracyclines,39.85,3.07,ng/g,94
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Azithromycin,Macrolides,0.13,6.68,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Chlortetracycline,Tetracyclines,1.69,83,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Ciprofloxacin,Fluoroquinolones,1.16,24.2,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Clarithromycin,Macrolides,0.15,7.35,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Danofloxacin,Fluoroquinolones,0.05,2.03,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Enrofloxacin,Fluoroquinolones,11.7,307,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Erythromycin-H2O,Macrolides,0.58,14,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Lincomycin,Lincosamides,0.45,12.5,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Marbofloxacin,Fluoroquinolones,0.01,NA,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Norfloxacin,Fluoroquinolones,0.36,15,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Ofloxacin,Fluoroquinolones,2.02,62.5,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Oxytetracycline,Tetracyclines,0.96,31.5,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Roxithromycin,Macrolides,1.2,23.3,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Sulfachloropyridazine,Sulfonamides,0.08,5.95,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Sulfadiazine,Sulfonamides,0.35,22,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Sulfadimidine,Sulfonamides,0.14,4.58,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Sulfadoxine,Sulfonamides,0.05,2.03,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Sulfafurazole,Sulfonamides,0.07,0.43,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Sulfamonomethoxine,Sulfonamides,0.27,3.1,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Sulfapyridine,Sulfonamides,0.08,3.53,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Sulfathiazole,Sulfonamides,0.02,2.7,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Trimethoprim,Diaminopyrimidines,0.08,6.78,ng/g,132
sediment,sediment,Hunan,Hunan the Dongting lakes,7,112.896017,29.228785,2016,Tylosin,Macrolides,0.14,10.2,ng/g,132
sediment,sediment,Jiangsu,Jiangsu,10,118.763232,32.061707,2011,Chlortetracycline,Tetracyclines,1957,NA,ng/g,210
sediment,sediment,Jiangsu,Jiangsu,10,118.763232,32.061707,2011,Oxytetracycline,Tetracyclines,3106,NA,ng/g,210
sediment,sediment,Jiangsu,Jiangsu,10,118.763232,32.061707,2011,Sulfadimidine,Sulfonamides,89.15,NA,ng/g,210
sediment,sediment,Jiangsu,Jiangsu,10,118.763232,32.061707,2011,Sulfamethoxazole,Sulfonamides,0.87,NA,ng/g,210
sediment,sediment,Jiangsu,Jiangsu,10,118.763232,32.061707,2011,Sulfathiazole,Sulfonamides,0.91,NA,ng/g,210
sediment,sediment,Jiangsu,Jiangsu,11,118.763232,32.061707,2012,Oxytetracycline,Tetracyclines,1179,NA,ng/g,210
sediment,sediment,Jiangsu,Jiangsu,7,118.763232,32.061707,2013,Chlortetracycline,Tetracyclines,924.68,NA,ng/g,210
sediment,sediment,Jiangsu,Jiangsu,7,118.763232,32.061707,2013,Oxytetracycline,Tetracyclines,1814,NA,ng/g,210
sediment,sediment,Jiangsu,Jiangsu,7,118.763232,32.061707,2013,Sulfadimidine,Sulfonamides,39.48,NA,ng/g,210
sediment,sediment,Jiangsu,Jiangsu,NA,NA,NA,2021,Ciprofloxacin,Fluoroquinolones,5.14,10,ng/g,N154
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Azithromycin,Macrolides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Chlortetracycline,Tetracyclines,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Ciprofloxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Clarithromycin,Macrolides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Clindamycin,Lincosamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Clindamycin,Lincosamides,0.68655,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Demeclocycline,Tetracyclines,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Doxycycline,Tetracyclines,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Enoxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Enrofloxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Fleroxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Lomefloxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Marbofloxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Methacycline,Tetracyclines,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Norfloxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Ofloxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Oxytetracycline,Tetracyclines,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Roxithromycin,Macrolides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sarafloxacin,Fluoroquinolones,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Spiramycin,Macrolides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfabenzamide,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfacetamide,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfadiazine,Sulfonamides,0.3409,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfadimethoxypyrimidine,Sulfonamides,0.14375,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfadimoxine,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfamethizole,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfamethoxazole,Sulfonamides,0,NA,ng/g,29
sediment,sediment,Jiangsu,Jiangsu Changzhou Jintan district,8,119.623056,31.676667,2016,Sulfamethoxydiazine,Sulfonamides,0.227,NA,ng/g,29
